eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes"	"12.stp"	"Sustainability and Transformation Partnership"	1.2429856	.64747547	.41757491	.67625795	.44778782	3.4503242	"crude"	"hes"	""
"hes"	"13.stp"	"Sustainability and Transformation Partnership"	.93681029	.48777826	-.12536394	.90023544	.33763553	2.5992925	"crude"	"hes"	""
"hes"	"14.stp"	"Sustainability and Transformation Partnership"	.80847645	.42298494	-.40636225	.68447646	.28995405	2.2542681	"crude"	"hes"	""
"hes"	"15.stp"	"Sustainability and Transformation Partnership"	.50994015	.2683031	-1.27999	.20054867	.18182881	1.4301306	"crude"	"hes"	""
"hes"	"16.stp"	"Sustainability and Transformation Partnership"	.81012494	.42453117	-.4018207	.68781599	.29006504	2.2626044	"crude"	"hes"	""
"hes"	"17.stp"	"Sustainability and Transformation Partnership"	.83838748	.44030723	-.33564444	.73713901	.29950758	2.3468306	"crude"	"hes"	""
"hes"	"18.stp"	"Sustainability and Transformation Partnership"	.75589548	.3947804	-.53583965	.59206938	.27158513	2.1038632	"crude"	"hes"	""
"hes"	"19.stp"	"Sustainability and Transformation Partnership"	.43458316	.22856996	-1.5844938	.11308139	.15501781	1.2183279	"crude"	"hes"	""
"hes"	"20.stp"	"Sustainability and Transformation Partnership"	.67902433	.35454601	-.74136833	.45847014	.24402743	1.8894353	"crude"	"hes"	""
"hes"	"21.stp"	"Sustainability and Transformation Partnership"	.61043866	.31804828	-.94733658	.3434673	.21986315	1.6948513	"crude"	"hes"	""
"hes"	"22.stp"	"Sustainability and Transformation Partnership"	.69534234	.38009275	-.66471493	.50623284	.23818209	2.0299635	"crude"	"hes"	""
"hes"	"23.stp"	"Sustainability and Transformation Partnership"	.63074615	.33129995	-.87739372	.38027282	.22529953	1.7658302	"crude"	"hes"	""
"hes"	"24.stp"	"Sustainability and Transformation Partnership"	.19517459	.15202213	-2.0976427	.03593672	.04240525	.89831149	"crude"	"hes"	""
"hes"	"25.stp"	"Sustainability and Transformation Partnership"	.36008782	.20903511	-1.7594956	.07849337	.1154187	1.1234162	"crude"	"hes"	""
"hes"	"26.stp"	"Sustainability and Transformation Partnership"	.98828558	.51694032	-.02252782	.98202692	.3545246	2.7549805	"crude"	"hes"	""
"hes"	"27.stp"	"Sustainability and Transformation Partnership"	.52874137	.27757616	-1.2138778	.22479439	.18896592	1.4794595	"crude"	"hes"	""
"hes"	"28.stp"	"Sustainability and Transformation Partnership"	.68904954	.36043369	-.71200632	.47646086	.24717068	1.9208964	"crude"	"hes"	""
"hes"	"29.stp"	"Sustainability and Transformation Partnership"	.60856511	.32086204	-.9419771	.34620436	.21652922	1.7103996	"crude"	"hes"	""
"hes"	"30.stp"	"Sustainability and Transformation Partnership"	.74251125	.39180193	-.56420961	.57261149	.26396622	2.0886118	"crude"	"hes"	""
"hes"	"31.stp"	"Sustainability and Transformation Partnership"	.33698797	.29788374	-1.2304952	.21851171	.05959182	1.9056457	"crude"	"hes"	""
"hes"	"32.stp"	"Sustainability and Transformation Partnership"	.83134199	.43145989	-.35590915	.7219086	.30061654	2.2990402	"crude"	"hes"	""
"hes"	"_cons"	"Constant"	.07856957	.04072419	-4.9077211	9.214e-07	.0284485	.21699478	"crude"	"hes"	""
"hes"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"hes"	""
"hes"	"2.eth5"	"Eth 5 categories"	1.7682178	.06453262	15.617448	5.538e-55	1.6461539	1.8993329	"model0"	"hes"	""
"hes"	"3.eth5"	"Eth 5 categories"	2.068009	.1674426	8.9737441	2.866e-19	1.7645433	2.4236646	"model0"	"hes"	""
"hes"	"4.eth5"	"Eth 5 categories"	1.713101	.20330971	4.5357951	5.739e-06	1.3575722	2.1617378	"model0"	"hes"	""
"hes"	"5.eth5"	"Eth 5 categories"	1.8549678	.18841246	6.0830584	1.179e-09	1.5201214	2.2635728	"model0"	"hes"	""
"hes"	"6.eth5"	"Eth 5 categories"	1.0413236	.02833354	1.4881987	.1366985	.9872457	1.0983638	"model0"	"hes"	""
"hes"	"0b.male"	"Male"	1	0			1	1	"model0"	"hes"	""
"hes"	"1.male"	"Male"	1.4711887	.03156201	17.995774	2.103e-72	1.4106108	1.5343681	"model0"	"hes"	""
"hes"	"age1"	"Age spline 1"	1.0404832	.0042514	9.7125078	2.667e-22	1.0321839	1.0488492	"model0"	"hes"	""
"hes"	"age2"	"Age spline 2"	1.0544471	.01285176	4.3498405	.00001362	1.0295566	1.0799393	"model0"	"hes"	""
"hes"	"age3"	"Age spline 3"	.94985034	.0302021	-1.6181195	.10563685	.89246212	1.0109288	"model0"	"hes"	""
"hes"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"hes"	""
"hes"	"2.stp"	"Sustainability and Transformation Partnership"	.50320911	.29531012	-1.1702227	.24191138	.15930072	1.5895685	"model0"	"hes"	""
"hes"	"3.stp"	"Sustainability and Transformation Partnership"	.50034872	.29421503	-1.1775961	.23895768	.15803355	1.5841499	"model0"	"hes"	""
"hes"	"4.stp"	"Sustainability and Transformation Partnership"	.6438446	.37955546	-.74688274	.45513435	.20276162	2.0444493	"model0"	"hes"	""
"hes"	"5.stp"	"Sustainability and Transformation Partnership"	.48827348	.28967321	-1.2083731	.22690379	.1526438	1.561878	"model0"	"hes"	""
"hes"	"6.stp"	"Sustainability and Transformation Partnership"	.63416587	.37235436	-.77567912	.43793847	.20063869	2.0044307	"model0"	"hes"	""
"hes"	"7.stp"	"Sustainability and Transformation Partnership"	.91010012	.54697006	-.15673991	.87544984	.28023163	2.9557057	"model0"	"hes"	""
"hes"	"8.stp"	"Sustainability and Transformation Partnership"	.64886634	.38154281	-.73557462	.46198961	.20494456	2.0543483	"model0"	"hes"	""
"hes"	"9.stp"	"Sustainability and Transformation Partnership"	.54577127	.32225138	-1.0255804	.30508943	.1715606	1.7362161	"model0"	"hes"	""
"hes"	"10.stp"	"Sustainability and Transformation Partnership"	.60318722	.35453736	-.86007245	.3897491	.19060688	1.9088232	"model0"	"hes"	""
"hes"	"11.stp"	"Sustainability and Transformation Partnership"	.55463571	.32623895	-1.0021077	.31629159	.17511674	1.7566611	"model0"	"hes"	""
"hes"	"12.stp"	"Sustainability and Transformation Partnership"	.79929381	.47099723	-.38017875	.70381273	.25183827	2.5368289	"model0"	"hes"	""
"hes"	"13.stp"	"Sustainability and Transformation Partnership"	.66395527	.39105513	-.69534076	.48684178	.20931471	2.1060948	"model0"	"hes"	""
"hes"	"14.stp"	"Sustainability and Transformation Partnership"	.70794027	.41880869	-.58384514	.5593245	.22204261	2.2571317	"model0"	"hes"	""
"hes"	"15.stp"	"Sustainability and Transformation Partnership"	.49867669	.29650497	-1.1702263	.24190992	.1554922	1.5992985	"model0"	"hes"	""
"hes"	"16.stp"	"Sustainability and Transformation Partnership"	.57280301	.3395128	-.94009273	.34717	.17925844	1.8303366	"model0"	"hes"	""
"hes"	"17.stp"	"Sustainability and Transformation Partnership"	.66029165	.39232214	-.69858321	.48481254	.20605431	2.1158745	"model0"	"hes"	""
"hes"	"18.stp"	"Sustainability and Transformation Partnership"	.61185544	.36135845	-.83180464	.40551922	.1922799	1.9469902	"model0"	"hes"	""
"hes"	"19.stp"	"Sustainability and Transformation Partnership"	.35565101	.21128252	-1.7402003	.08182385	.11100653	1.1394612	"model0"	"hes"	""
"hes"	"20.stp"	"Sustainability and Transformation Partnership"	.40834403	.24115444	-1.5165857	.12937131	.12833195	1.2993245	"model0"	"hes"	""
"hes"	"21.stp"	"Sustainability and Transformation Partnership"	.49047791	.28903354	-1.2088709	.22671247	.15453086	1.5567672	"model0"	"hes"	""
"hes"	"22.stp"	"Sustainability and Transformation Partnership"	.57900053	.35667773	-.88706388	.37504451	.17310878	1.9365951	"model0"	"hes"	""
"hes"	"23.stp"	"Sustainability and Transformation Partnership"	.42041558	.24977489	-1.4584932	.14470466	.13121027	1.3470688	"model0"	"hes"	""
"hes"	"24.stp"	"Sustainability and Transformation Partnership"	.15345505	.12921975	-2.2258835	.02602198	.02945851	.79937699	"model0"	"hes"	""
"hes"	"25.stp"	"Sustainability and Transformation Partnership"	.34887415	.22728812	-1.6163618	.10601611	.09730144	1.2508877	"model0"	"hes"	""
"hes"	"26.stp"	"Sustainability and Transformation Partnership"	.65464062	.38744394	-.71584769	.4740854	.20522296	2.0882377	"model0"	"hes"	""
"hes"	"27.stp"	"Sustainability and Transformation Partnership"	.47397939	.28113699	-1.2587065	.20813637	.14820956	1.5158027	"model0"	"hes"	""
"hes"	"28.stp"	"Sustainability and Transformation Partnership"	.42516469	.25162165	-1.445163	.14841211	.13329005	1.3561779	"model0"	"hes"	""
"hes"	"29.stp"	"Sustainability and Transformation Partnership"	.42623852	.25400369	-1.4309931	.15243219	.13255784	1.3705661	"model0"	"hes"	""
"hes"	"30.stp"	"Sustainability and Transformation Partnership"	.58864683	.3512686	-.88804112	.37451863	.18277195	1.895833	"model0"	"hes"	""
"hes"	"31.stp"	"Sustainability and Transformation Partnership"	.34401525	.32468565	-1.1305954	.25822541	.0541008	2.1875185	"model0"	"hes"	""
"hes"	"32.stp"	"Sustainability and Transformation Partnership"	.61357787	.36022312	-.83198698	.40541629	.19415161	1.9390919	"model0"	"hes"	""
"hes"	"_cons"	"Constant"	.00446131	.00268006	-9.0095028	2.070e-19	.00137441	.01448131	"model0"	"hes"	""
"hes"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"hes"	""
"hes"	"2.eth5"	"Eth 5 categories"	1.5681629	.05800677	12.162789	4.905e-34	1.4584952	1.6860768	"model1"	"hes"	""
"hes"	"3.eth5"	"Eth 5 categories"	1.7917991	.14570413	7.1721608	7.382e-13	1.5278192	2.10139	"model1"	"hes"	""
"hes"	"4.eth5"	"Eth 5 categories"	1.5923895	.18962468	3.906857	.0000935	1.2609175	2.0109995	"model1"	"hes"	""
"hes"	"5.eth5"	"Eth 5 categories"	1.6895067	.1717515	5.1588437	2.485e-07	1.384295	2.062012	"model1"	"hes"	""
"hes"	"6.eth5"	"Eth 5 categories"	1.0471438	.02856566	1.68867	.0912827	.99262653	1.1046552	"model1"	"hes"	""
"hes"	"0b.male"	"Male"	1	0			1	1	"model1"	"hes"	""
"hes"	"1.male"	"Male"	1.4807824	.03185625	18.247963	2.148e-74	1.4196434	1.5445546	"model1"	"hes"	""
"hes"	"age1"	"Age spline 1"	1.0401338	.00428246	9.5572853	1.209e-21	1.0317742	1.0485613	"model1"	"hes"	""
"hes"	"age2"	"Age spline 2"	1.0562633	.01293958	4.4682403	7.887e-06	1.0312042	1.0819313	"model1"	"hes"	""
"hes"	"age3"	"Age spline 3"	.94615454	.03021151	-1.7334136	.08302218	.8887559	1.0072602	"model1"	"hes"	""
"hes"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"hes"	""
"hes"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0789319	.04245106	1.9308846	.05349733	.99885651	1.1654266	"model1"	"hes"	""
"hes"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2711016	.0490005	6.2227282	4.886e-10	1.1786008	1.3708621	"model1"	"hes"	""
"hes"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4799764	.05447921	10.649741	1.749e-26	1.37696	1.5906999	"model1"	"hes"	""
"hes"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.89561	.06694951	18.107972	2.757e-73	1.76883	2.0314769	"model1"	"hes"	""
"hes"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"hes"	""
"hes"	"2.stp"	"Sustainability and Transformation Partnership"	.6304978	.37215801	-.78142707	.43455136	.19826809	2.0049997	"model1"	"hes"	""
"hes"	"3.stp"	"Sustainability and Transformation Partnership"	.65740589	.38882831	-.70918526	.47820952	.20624489	2.0954823	"model1"	"hes"	""
"hes"	"4.stp"	"Sustainability and Transformation Partnership"	.81262656	.48184006	-.34992252	.72639684	.25420158	2.5977885	"model1"	"hes"	""
"hes"	"5.stp"	"Sustainability and Transformation Partnership"	.7033761	.41976582	-.58959638	.55546128	.21837427	2.2655505	"model1"	"hes"	""
"hes"	"6.stp"	"Sustainability and Transformation Partnership"	.79832349	.47147007	-.38139322	.70291149	.25088828	2.5402558	"model1"	"hes"	""
"hes"	"7.stp"	"Sustainability and Transformation Partnership"	1.1897232	.7191348	.28740032	.77380582	.36385845	3.8900881	"model1"	"hes"	""
"hes"	"8.stp"	"Sustainability and Transformation Partnership"	.88773924	.52512179	-.20130479	.84046026	.27846888	2.8300504	"model1"	"hes"	""
"hes"	"9.stp"	"Sustainability and Transformation Partnership"	.7298401	.43347989	-.53024006	.5959455	.22785924	2.3377001	"model1"	"hes"	""
"hes"	"10.stp"	"Sustainability and Transformation Partnership"	.80083293	.47348548	-.37565532	.70717316	.25134858	2.5515695	"model1"	"hes"	""
"hes"	"11.stp"	"Sustainability and Transformation Partnership"	.81295255	.48110338	-.3499212	.72639783	.25487437	2.5930103	"model1"	"hes"	""
"hes"	"12.stp"	"Sustainability and Transformation Partnership"	.91777054	.54390255	-.14479054	.88487625	.28726496	2.9321459	"model1"	"hes"	""
"hes"	"13.stp"	"Sustainability and Transformation Partnership"	.81684177	.48386204	-.34153363	.73270189	.25581301	2.6082741	"model1"	"hes"	""
"hes"	"14.stp"	"Sustainability and Transformation Partnership"	.99631856	.59294163	-.00619734	.99505527	.31032763	3.1987183	"model1"	"hes"	""
"hes"	"15.stp"	"Sustainability and Transformation Partnership"	.69622926	.41643121	-.60535351	.54494413	.21558993	2.2484129	"model1"	"hes"	""
"hes"	"16.stp"	"Sustainability and Transformation Partnership"	.76588197	.45663243	-.44736542	.65461124	.23804571	2.4641283	"model1"	"hes"	""
"hes"	"17.stp"	"Sustainability and Transformation Partnership"	.93619171	.55960991	-.11030506	.91216744	.29010678	3.0211459	"model1"	"hes"	""
"hes"	"18.stp"	"Sustainability and Transformation Partnership"	.88235754	.52426584	-.21064513	.83316419	.27535347	2.8274741	"model1"	"hes"	""
"hes"	"19.stp"	"Sustainability and Transformation Partnership"	.54467634	.32557742	-1.0164264	.30942639	.16878632	1.7576798	"model1"	"hes"	""
"hes"	"20.stp"	"Sustainability and Transformation Partnership"	.593603	.35269363	-.87778847	.38005852	.1852458	1.9021458	"model1"	"hes"	""
"hes"	"21.stp"	"Sustainability and Transformation Partnership"	.68452522	.40587798	-.63924495	.5226636	.21413294	2.1882424	"model1"	"hes"	""
"hes"	"22.stp"	"Sustainability and Transformation Partnership"	.81366542	.50430484	-.33270097	.73936001	.24147733	2.7416711	"model1"	"hes"	""
"hes"	"23.stp"	"Sustainability and Transformation Partnership"	.64026164	.38270545	-.74594919	.45569811	.19841126	2.0660872	"model1"	"hes"	""
"hes"	"24.stp"	"Sustainability and Transformation Partnership"	.25080113	.21208175	-1.6356041	.10192248	.04781221	1.3155888	"model1"	"hes"	""
"hes"	"25.stp"	"Sustainability and Transformation Partnership"	.47058091	.30823182	-1.1508155	.24980815	.13034516	1.698923	"model1"	"hes"	""
"hes"	"26.stp"	"Sustainability and Transformation Partnership"	.91760765	.5463186	-.14442275	.88516665	.2856767	2.9474011	"model1"	"hes"	""
"hes"	"27.stp"	"Sustainability and Transformation Partnership"	.72455708	.43239917	-.53989112	.58927212	.22495462	2.3337284	"model1"	"hes"	""
"hes"	"28.stp"	"Sustainability and Transformation Partnership"	.63884733	.38035838	-.75260852	.4516852	.19888717	2.0520474	"model1"	"hes"	""
"hes"	"29.stp"	"Sustainability and Transformation Partnership"	.5628349	.33736318	-.95890731	.33760544	.17384848	1.8221794	"model1"	"hes"	""
"hes"	"30.stp"	"Sustainability and Transformation Partnership"	.89070735	.53466691	-.19281144	.84710664	.27465175	2.888602	"model1"	"hes"	""
"hes"	"31.stp"	"Sustainability and Transformation Partnership"	.55422881	.52490995	-.62314206	.53319117	.08659969	3.5470053	"model1"	"hes"	""
"hes"	"32.stp"	"Sustainability and Transformation Partnership"	.77130495	.45545198	-.43975192	.66011679	.24243514	2.4538989	"model1"	"hes"	""
"hes"	"_cons"	"Constant"	.00247499	.00149756	-9.9185949	3.456e-23	.00075601	.00810244	"model1"	"hes"	""
"hes"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.eth5"	"Eth 5 categories"	1.4060506	.05553033	8.6288107	6.199e-18	1.3013189	1.5192113	"model2"	"hes"	""
"hes"	"3.eth5"	"Eth 5 categories"	1.8205632	.15187138	7.1822817	6.856e-13	1.545961	2.1439418	"model2"	"hes"	""
"hes"	"4.eth5"	"Eth 5 categories"	1.5659515	.19142318	3.6689354	.00024356	1.2323292	1.9898937	"model2"	"hes"	""
"hes"	"5.eth5"	"Eth 5 categories"	1.7565144	.18245214	5.4233382	5.850e-08	1.4329662	2.1531162	"model2"	"hes"	""
"hes"	"6.eth5"	"Eth 5 categories"	1.0932145	.03120607	3.122146	.00179538	1.0337312	1.1561206	"model2"	"hes"	""
"hes"	"0b.male"	"Male"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.male"	"Male"	1.4900703	.03441816	17.266311	8.437e-67	1.4241161	1.5590789	"model2"	"hes"	""
"hes"	"age1"	"Age spline 1"	1.0427622	.00444621	9.8204309	9.195e-23	1.0340841	1.0515131	"model2"	"hes"	""
"hes"	"age2"	"Age spline 2"	.99659484	.01259098	-.26998317	.7871732	.97222001	1.0215808	"model2"	"hes"	""
"hes"	"age3"	"Age spline 3"	1.0906559	.03597993	2.6305321	.00852513	1.022368	1.1635051	"model2"	"hes"	""
"hes"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0160493	.04122197	.39244643	.69472838	.93838449	1.100142	"model2"	"hes"	""
"hes"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.152758	.04584095	3.5748174	.00035047	1.0663235	1.2461987	"model2"	"hes"	""
"hes"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2688344	.0483904	6.2431345	4.289e-10	1.1774489	1.3673125	"model2"	"hes"	""
"hes"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5130408	.05569243	11.250769	2.296e-29	1.40773	1.6262298	"model2"	"hes"	""
"hes"	"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.bmicat_sa"	"BMI with SA categories"	.63704426	.06093101	-4.7144067	2.424e-06	.52814749	.76839405	"model2"	"hes"	""
"hes"	"3.bmicat_sa"	"BMI with SA categories"	.62822289	.05977775	-4.8853604	1.032e-06	.52133725	.75702244	"model2"	"hes"	""
"hes"	"4.bmicat_sa"	"BMI with SA categories"	.79340958	.0763547	-2.4046645	.01618732	.65702375	.95810656	"model2"	"hes"	""
"hes"	"5.bmicat_sa"	"BMI with SA categories"	1.0007064	.09965076	.00709121	.99434208	.82327262	1.2163811	"model2"	"hes"	""
"hes"	"6.bmicat_sa"	"BMI with SA categories"	1.3664523	.14146907	3.0157176	.00256372	1.1154996	1.6738615	"model2"	"hes"	""
"hes"	"7.bmicat_sa"	"BMI with SA categories"	.78840108	.07814756	-2.3985528	.01646	.64919441	.95745781	"model2"	"hes"	""
"hes"	"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.hba1ccat"	"HbA1c category"	1.0660767	.05831445	1.1697488	.24210206	.95769607	1.1867227	"model2"	"hes"	""
"hes"	"2.hba1ccat"	"HbA1c category"	1.0676689	.08775499	.79663189	.42566485	.90881125	1.2542943	"model2"	"hes"	""
"hes"	"3.hba1ccat"	"HbA1c category"	1.343478	.10181643	3.8960091	.00009779	1.1580349	1.5586173	"model2"	"hes"	""
"hes"	"4.hba1ccat"	"HbA1c category"	1.8963971	.13371483	9.0761083	1.125e-19	1.6516237	2.1774462	"model2"	"hes"	""
"hes"	"5.hba1ccat"	"HbA1c category"	.99079515	.03029592	-.30242871	.76232527	.93316052	1.0519895	"model2"	"hes"	""
"hes"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0185061	.00100837	18.521327	1.390e-76	1.0165317	1.0204844	"model2"	"hes"	""
"hes"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0972721	.02719218	3.7458098	.00017981	1.0452501	1.1518834	"model2"	"hes"	""
"hes"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.0282164	.04385502	.65239408	.51414698	.94575675	1.1178656	"model2"	"hes"	""
"hes"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.hypertension"	"Diagnosed hypertension"	1.0522839	.02856494	1.877389	.0604648	.99776096	1.1097863	"model2"	"hes"	""
"hes"	"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.bp_cat"	"Blood pressure four levels non-missing"	.86692094	.03609978	-3.4294617	.00060478	.79897703	.94064271	"model2"	"hes"	""
"hes"	"3.bp_cat"	"Blood pressure four levels non-missing"	.89365327	.0311026	-3.2306009	.0012353	.83472599	.9567405	"model2"	"hes"	""
"hes"	"4.bp_cat"	"Blood pressure four levels non-missing"	.92091578	.0338062	-2.2442983	.02481321	.85698432	.98961656	"model2"	"hes"	""
"hes"	"5.bp_cat"	"Blood pressure four levels non-missing"	.71212058	.03291631	-7.3450106	2.057e-13	.65044188	.77964802	"model2"	"hes"	""
"hes"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.asthma"	"Asthma category"	1.1701188	.03346959	5.4925024	3.963e-08	1.1063245	1.2375916	"model2"	"hes"	""
"hes"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	2.1725186	.07353182	22.923805	2.69e-116	2.0330752	2.3215261	"model2"	"hes"	""
"hes"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3542314	.04073078	10.082031	6.634e-24	1.2767079	1.4364621	"model2"	"hes"	""
"hes"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.dm_type"	"Diabetes Type"	1.6465533	.19994126	4.1067569	.00004013	1.2978194	2.0889948	"model2"	"hes"	""
"hes"	"2.dm_type"	"Diabetes Type"	1.2371404	.06014253	4.3773792	.00001201	1.1247048	1.360816	"model2"	"hes"	""
"hes"	"3.dm_type"	"Diabetes Type"	1.1456101	.06350516	2.4522611	.01419616	1.0276655	1.2770912	"model2"	"hes"	""
"hes"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.cancer"	"Cancer"	1.5468211	.05389612	12.519015	5.876e-36	1.4447128	1.656146	"model2"	"hes"	""
"hes"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.chronic_liver_disease"	"Chronic liver disease"	2.2091615	.18819259	9.3043525	1.348e-20	1.8694587	2.6105924	"model2"	"hes"	""
"hes"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.stroke"	"Stroke"	1.3203658	.0603356	6.0816724	1.189e-09	1.2072513	1.4440788	"model2"	"hes"	""
"hes"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.dementia"	"Dementia"	1.1683232	.12258813	1.4826523	.13816681	.95115079	1.4350818	"model2"	"hes"	""
"hes"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.other_neuro"	"Neurological disease"	2.0595711	.14859134	10.014282	1.319e-23	1.7879912	2.3724016	"model2"	"hes"	""
"hes"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.egfr60"	"CKD defined by egfr<60"	1.3585118	.04702074	8.8521405	8.586e-19	1.2694093	1.4538686	"model2"	"hes"	""
"hes"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.esrf"	"end stage renal failure"	3.3979996	.47926602	8.6724042	4.231e-18	2.5773109	4.4800188	"model2"	"hes"	""
"hes"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.2993933	.1529369	2.2251513	.02607108	1.0317044	1.6365374	"model2"	"hes"	""
"hes"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0981831	.0454389	2.263536	.02360267	1.0126399	1.1909525	"model2"	"hes"	""
"hes"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.stp"	"Sustainability and Transformation Partnership"	.74174747	.45587712	-.48608365	.62690786	.2223866	2.4740219	"model2"	"hes"	""
"hes"	"3.stp"	"Sustainability and Transformation Partnership"	.80410988	.49516736	-.35404497	.72330518	.24051889	2.6883239	"model2"	"hes"	""
