eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"positivetest"	"_cons"	"Constant"	.72062813	.10594988	-2.2284204	.0258525	.54021155	.96129916	"model1"	"positivetest"	""
"positivetest"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"2.eth5"	"Eth 5 categories"	1.620359	.01494358	52.334358	0	1.5913332	1.6499142	"model2"	"positivetest"	""
"positivetest"	"3.eth5"	"Eth 5 categories"	.94435489	.01835261	-2.9460325	.00321879	.90906088	.98101918	"model2"	"positivetest"	""
"positivetest"	"4.eth5"	"Eth 5 categories"	1.1053329	.02663293	4.1563303	.00003234	1.0543467	1.1587847	"model2"	"positivetest"	""
"positivetest"	"5.eth5"	"Eth 5 categories"	1.0173845	.02291871	.76508203	.4442227	.97344182	1.0633107	"model2"	"positivetest"	""
"positivetest"	"6.eth5"	"Eth 5 categories"	1.0666935	.00634696	10.850806	1.977e-27	1.0543259	1.0792061	"model2"	"positivetest"	""
"positivetest"	"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.male"	"Male"	1.0643712	.0055907	11.876846	1.561e-32	1.0534698	1.0753854	"model2"	"positivetest"	""
"positivetest"	"age1"	"Age spline 1"	.96680001	.00057747	-56.526994	0	.96566885	.96793249	"model2"	"positivetest"	""
"positivetest"	"age2"	"Age spline 2"	1.1240479	.00245922	53.448649	0	1.1192382	1.1288782	"model2"	"positivetest"	""
"positivetest"	"age3"	"Age spline 3"	.69903735	.00448483	-55.808324	0	.69030227	.70788296	"model2"	"positivetest"	""
"positivetest"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.004595	.00800491	.57533826	.56506255	.98902753	1.0204075	"model2"	"positivetest"	""
"positivetest"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0136612	.00814494	1.6886727	.09128217	.9978225	1.0297514	"model2"	"positivetest"	""
"positivetest"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0744589	.00848616	9.092993	9.635e-20	1.0579544	1.0912209	"model2"	"positivetest"	""
"positivetest"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1168102	.00877168	14.065891	6.154e-45	1.0997497	1.1341354	"model2"	"positivetest"	""
"positivetest"	"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"2.bmicat_sa"	"BMI with SA categories"	1.1246626	.02261514	5.8424968	5.142e-09	1.0811999	1.1698725	"model2"	"positivetest"	""
"positivetest"	"3.bmicat_sa"	"BMI with SA categories"	1.2218993	.02468519	9.9199749	3.408e-23	1.1744626	1.271252	"model2"	"positivetest"	""
"positivetest"	"4.bmicat_sa"	"BMI with SA categories"	1.2948774	.02672459	12.520941	5.735e-36	1.2435434	1.3483304	"model2"	"positivetest"	""
"positivetest"	"5.bmicat_sa"	"BMI with SA categories"	1.3045576	.02853433	12.155004	5.396e-34	1.2498132	1.3616999	"model2"	"positivetest"	""
"positivetest"	"6.bmicat_sa"	"BMI with SA categories"	1.3407723	.03162742	12.431488	1.763e-35	1.2801949	1.4042162	"model2"	"positivetest"	""
"positivetest"	"7.bmicat_sa"	"BMI with SA categories"	1.2188317	.02475122	9.744892	1.940e-22	1.1712729	1.2683215	"model2"	"positivetest"	""
"positivetest"	"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.hba1ccat"	"HbA1c category"	1.0462835	.02129542	2.2229375	.02622002	1.0053668	1.0888654	"model2"	"positivetest"	""
"positivetest"	"2.hba1ccat"	"HbA1c category"	1.0806572	.0335658	2.4973604	.01251217	1.0168319	1.1484887	"model2"	"positivetest"	""
"positivetest"	"3.hba1ccat"	"HbA1c category"	1.1556444	.03394124	4.9253763	8.420e-07	1.0909993	1.22412	"model2"	"positivetest"	""
"positivetest"	"4.hba1ccat"	"HbA1c category"	1.151341	.03165967	5.1249881	2.976e-07	1.0909317	1.2150954	"model2"	"positivetest"	""
"positivetest"	"5.hba1ccat"	"HbA1c category"	1.0248769	.00615135	4.0940238	.0000424	1.0128911	1.0370045	"model2"	"positivetest"	""
"positivetest"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.98818522	.00033989	-34.554472	1.22e-261	.98751927	.98885162	"model2"	"positivetest"	""
"positivetest"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.93302387	.00535962	-12.068273	1.554e-33	.92257811	.94358789	"model2"	"positivetest"	""
"positivetest"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.49951889	.00399733	-86.738112	0	.49174538	.50741528	"model2"	"positivetest"	""
"positivetest"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.hypertension"	"Diagnosed hypertension"	.99763072	.00818067	-.2892762	.77237002	.98172506	1.0137941	"model2"	"positivetest"	""
"positivetest"	"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"2.bp_cat"	"Blood pressure four levels non-missing"	1.0035298	.00933729	.37870418	.70490755	.98539496	1.0219985	"model2"	"positivetest"	""
"positivetest"	"3.bp_cat"	"Blood pressure four levels non-missing"	1.0012139	.00777995	.15612755	.87593248	.98608103	1.0165791	"model2"	"positivetest"	""
"positivetest"	"4.bp_cat"	"Blood pressure four levels non-missing"	.98680896	.00907416	-1.4440635	.14872112	.96918325	1.0047552	"model2"	"positivetest"	""
"positivetest"	"5.bp_cat"	"Blood pressure four levels non-missing"	1.0176014	.00802553	2.212362	.02694166	1.0019926	1.0334533	"model2"	"positivetest"	""
"positivetest"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.asthma"	"Asthma category"	.92543933	.00589693	-12.160446	5.048e-34	.91395344	.93706956	"model2"	"positivetest"	""
"positivetest"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.052091	.01445431	3.6961172	.00021892	1.0241391	1.0808058	"model2"	"positivetest"	""
"positivetest"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.93601574	.01062964	-5.8225986	5.794e-09	.91541217	.95708305	"model2"	"positivetest"	""
"positivetest"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.dm_type"	"Diabetes Type"	.82425274	.03008696	-5.294984	1.190e-07	.76734337	.88538273	"model2"	"positivetest"	""
"positivetest"	"2.dm_type"	"Diabetes Type"	1.0501486	.0188879	2.7205519	.0065173	1.0137739	1.0878284	"model2"	"positivetest"	""
"positivetest"	"3.dm_type"	"Diabetes Type"	1.0418856	.01810039	2.3618706	.01818299	1.0070066	1.0779726	"model2"	"positivetest"	""
"positivetest"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.cancer"	"Cancer"	.70193144	.00879513	-28.245991	1.59e-175	.68490324	.71938299	"model2"	"positivetest"	""
"positivetest"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.chronic_liver_disease"	"Chronic liver disease"	.78992118	.02563141	-7.2676794	3.657e-13	.74124866	.84178969	"model2"	"positivetest"	""
"positivetest"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.stroke"	"Stroke"	.96268225	.01848477	-1.9806906	.04762599	.92712601	.9996021	"model2"	"positivetest"	""
"positivetest"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.dementia"	"Dementia"	1.7487107	.09179031	10.647281	1.795e-26	1.5777499	1.9381963	"model2"	"positivetest"	""
"positivetest"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"positivetest"	""
