eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"positivetest"	"14.stp"	"Sustainability and Transformation Partnership"	.68943804	.0550872	-4.6542051	3.252e-06	.58949873	.80632033	"crude"	"positivetest"	""
"positivetest"	"15.stp"	"Sustainability and Transformation Partnership"	.56983637	.0455046	-7.0427915	1.884e-12	.48727821	.66638212	"crude"	"positivetest"	""
"positivetest"	"16.stp"	"Sustainability and Transformation Partnership"	.55287712	.04414742	-7.4216284	1.157e-13	.47278087	.6465429	"crude"	"positivetest"	""
"positivetest"	"17.stp"	"Sustainability and Transformation Partnership"	.55790984	.0445935	-7.3009008	2.858e-13	.47701039	.65252957	"crude"	"positivetest"	""
"positivetest"	"18.stp"	"Sustainability and Transformation Partnership"	.70042236	.05572764	-4.4753484	7.629e-06	.59928848	.81862325	"crude"	"positivetest"	""
"positivetest"	"19.stp"	"Sustainability and Transformation Partnership"	.87263982	.06944561	-1.7118692	.08692077	.74661291	1.0199398	"crude"	"positivetest"	""
"positivetest"	"20.stp"	"Sustainability and Transformation Partnership"	.8786177	.06976231	-1.6297896	.10314598	.75199419	1.0265625	"crude"	"positivetest"	""
"positivetest"	"21.stp"	"Sustainability and Transformation Partnership"	.76956575	.06116978	-3.295279	.00098324	.6585474	.89929965	"crude"	"positivetest"	""
"positivetest"	"22.stp"	"Sustainability and Transformation Partnership"	.93826778	.07658526	-.78065046	.4350081	.79955482	1.1010457	"crude"	"positivetest"	""
"positivetest"	"23.stp"	"Sustainability and Transformation Partnership"	.57032772	.04550849	-7.0374607	1.958e-12	.48775762	.6668757	"crude"	"positivetest"	""
"positivetest"	"24.stp"	"Sustainability and Transformation Partnership"	.58796795	.05312908	-5.877378	4.168e-09	.49253677	.70188935	"crude"	"positivetest"	""
"positivetest"	"25.stp"	"Sustainability and Transformation Partnership"	.33986756	.02808938	-13.057777	5.738e-39	.2890411	.39963161	"crude"	"positivetest"	""
"positivetest"	"26.stp"	"Sustainability and Transformation Partnership"	.41667215	.0333702	-10.93125	8.172e-28	.35614261	.48748921	"crude"	"positivetest"	""
"positivetest"	"27.stp"	"Sustainability and Transformation Partnership"	.51521636	.04115464	-8.3022278	1.022e-16	.44055188	.60253493	"crude"	"positivetest"	""
"positivetest"	"28.stp"	"Sustainability and Transformation Partnership"	.54314652	.04340988	-7.6370569	2.222e-14	.46439385	.6352542	"crude"	"positivetest"	""
"positivetest"	"29.stp"	"Sustainability and Transformation Partnership"	.64815383	.05184166	-5.4214539	5.912e-08	.55410996	.75815888	"crude"	"positivetest"	""
"positivetest"	"30.stp"	"Sustainability and Transformation Partnership"	.5265287	.04229272	-7.9858086	1.396e-15	.44983208	.61630215	"crude"	"positivetest"	""
"positivetest"	"31.stp"	"Sustainability and Transformation Partnership"	.44336769	.0450103	-8.0118487	1.130e-15	.36337145	.5409751	"crude"	"positivetest"	""
"positivetest"	"32.stp"	"Sustainability and Transformation Partnership"	1.0244169	.08130583	.30394676	.76116845	.8768366	1.1968365	"crude"	"positivetest"	""
"positivetest"	"_cons"	"Constant"	.25654368	.02031827	-17.177467	3.916e-66	.21965754	.29962396	"crude"	"positivetest"	""
"positivetest"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model0"	"positivetest"	""
"positivetest"	"2.ethnicity_16"	"Eth 16 categories"	.89685344	.02335886	-4.179741	.00002918	.85221983	.94382466	"model0"	"positivetest"	""
"positivetest"	"3.ethnicity_16"	"Eth 16 categories"	1.2107179	.00832921	27.79443	5.07e-170	1.1945025	1.2271534	"model0"	"positivetest"	""
"positivetest"	"4.ethnicity_16"	"Eth 16 categories"	1.1228892	.03386281	3.8434044	.00012134	1.0584427	1.1912597	"model0"	"positivetest"	""
"positivetest"	"5.ethnicity_16"	"Eth 16 categories"	1.2685125	.0433988	6.9520205	3.601e-12	1.1862416	1.3564893	"model0"	"positivetest"	""
"positivetest"	"6.ethnicity_16"	"Eth 16 categories"	1.2498185	.04099408	6.7987246	1.055e-11	1.1719997	1.3328043	"model0"	"positivetest"	""
"positivetest"	"7.ethnicity_16"	"Eth 16 categories"	1.1700903	.03083195	5.9613112	2.502e-09	1.1111947	1.2321075	"model0"	"positivetest"	""
"positivetest"	"8.ethnicity_16"	"Eth 16 categories"	1.7241691	.01607601	58.424524	0	1.6929469	1.7559672	"model0"	"positivetest"	""
"positivetest"	"9.ethnicity_16"	"Eth 16 categories"	2.0142301	.01872461	75.325384	0	1.9778628	2.051266	"model0"	"positivetest"	""
"positivetest"	"10.ethnicity_16"	"Eth 16 categories"	2.3534114	.04739777	42.49577	0	2.2623231	2.4481672	"model0"	"positivetest"	""
"positivetest"	"11.ethnicity_16"	"Eth 16 categories"	1.7604177	.02329663	42.736051	0	1.7153442	1.8066756	"model0"	"positivetest"	""
"positivetest"	"12.ethnicity_16"	"Eth 16 categories"	1.1385384	.02786816	5.3006722	1.154e-07	1.0852073	1.1944904	"model0"	"positivetest"	""
"positivetest"	"13.ethnicity_16"	"Eth 16 categories"	1.2375766	.01857139	14.204421	8.601e-46	1.2017075	1.2745165	"model0"	"positivetest"	""
"positivetest"	"14.ethnicity_16"	"Eth 16 categories"	1.2429764	.0306609	8.8176894	1.168e-18	1.1843117	1.304547	"model0"	"positivetest"	""
"positivetest"	"15.ethnicity_16"	"Eth 16 categories"	.63526492	.02437351	-11.825463	2.883e-32	.5892457	.68487818	"model0"	"positivetest"	""
"positivetest"	"16.ethnicity_16"	"Eth 16 categories"	1.4079934	.02097173	22.972203	8.84e-117	1.3674838	1.4497031	"model0"	"positivetest"	""
"positivetest"	"17.ethnicity_16"	"Eth 16 categories"	1.1272336	.00439165	30.741278	1.60e-207	1.1186589	1.135874	"model0"	"positivetest"	""
"positivetest"	"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	""
"positivetest"	"1.male"	"Male"	1.0736043	.00341472	22.329514	1.91e-110	1.0669324	1.0803179	"model0"	"positivetest"	""
"positivetest"	"age1"	"Age spline 1"	.99100684	.00038499	-23.254187	1.29e-119	.99025256	.99176169	"model0"	"positivetest"	""
"positivetest"	"age2"	"Age spline 2"	1.0201603	.00142849	14.254373	4.211e-46	1.0173644	1.022964	"model0"	"positivetest"	""
"positivetest"	"age3"	"Age spline 3"	.92848692	.00375668	-18.338746	4.061e-75	.92115308	.93587915	"model0"	"positivetest"	""
"positivetest"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"positivetest"	""
"positivetest"	"2.stp"	"Sustainability and Transformation Partnership"	1.0903843	.08655715	1.090045	.27569331	.93327431	1.2739427	"model0"	"positivetest"	""
"positivetest"	"3.stp"	"Sustainability and Transformation Partnership"	.97850427	.07785614	-.27310657	.7847713	.83721233	1.1436413	"model0"	"positivetest"	""
"positivetest"	"4.stp"	"Sustainability and Transformation Partnership"	1.364629	.10959207	3.8710771	.00010836	1.1658841	1.5972533	"model0"	"positivetest"	""
"positivetest"	"5.stp"	"Sustainability and Transformation Partnership"	1.1095418	.0896707	1.2861911	.19837637	.94700318	1.2999776	"model0"	"positivetest"	""
"positivetest"	"6.stp"	"Sustainability and Transformation Partnership"	1.2258217	.09747155	2.5606572	.01044744	1.0489234	1.4325534	"model0"	"positivetest"	""
"positivetest"	"7.stp"	"Sustainability and Transformation Partnership"	.98323372	.08143158	-.20415833	.83822978	.83591113	1.1565207	"model0"	"positivetest"	""
"positivetest"	"8.stp"	"Sustainability and Transformation Partnership"	.97963516	.0780158	-.25835863	.79613014	.83806309	1.1451227	"model0"	"positivetest"	""
"positivetest"	"9.stp"	"Sustainability and Transformation Partnership"	.91048469	.07266661	-1.1750048	.23999281	.77864139	1.0646523	"model0"	"positivetest"	""
"positivetest"	"10.stp"	"Sustainability and Transformation Partnership"	1.0348809	.08238421	.43069304	.66669158	.88537735	1.2096294	"model0"	"positivetest"	""
"positivetest"	"11.stp"	"Sustainability and Transformation Partnership"	.99668534	.07933728	-.04170998	.9667299	.85271022	1.1649698	"model0"	"positivetest"	""
"positivetest"	"12.stp"	"Sustainability and Transformation Partnership"	1.1386155	.09117235	1.6211842	.10497814	.97323752	1.3320955	"model0"	"positivetest"	""
"positivetest"	"13.stp"	"Sustainability and Transformation Partnership"	.91599981	.07313718	-1.0988805	.27182021	.78330692	1.071171	"model0"	"positivetest"	""
"positivetest"	"14.stp"	"Sustainability and Transformation Partnership"	.70434908	.05632559	-4.382752	.00001172	.60216959	.82386696	"model0"	"positivetest"	""
"positivetest"	"15.stp"	"Sustainability and Transformation Partnership"	.58112588	.04644508	-6.7914215	1.110e-11	.49686683	.67967366	"model0"	"positivetest"	""
"positivetest"	"16.stp"	"Sustainability and Transformation Partnership"	.57295119	.04578901	-6.969094	3.190e-12	.48988197	.67010644	"model0"	"positivetest"	""
"positivetest"	"17.stp"	"Sustainability and Transformation Partnership"	.57643964	.04611367	-6.8862826	5.727e-12	.49278778	.67429159	"model0"	"positivetest"	""
"positivetest"	"18.stp"	"Sustainability and Transformation Partnership"	.71533933	.05696166	-4.2069951	.00002588	.61197247	.83616564	"model0"	"positivetest"	""
"positivetest"	"19.stp"	"Sustainability and Transformation Partnership"	.89261376	.07109428	-1.4263046	.15378044	.76360308	1.0434208	"model0"	"positivetest"	""
"positivetest"	"20.stp"	"Sustainability and Transformation Partnership"	.90163004	.07164905	-1.3030835	.19254625	.77159016	1.0535862	"model0"	"positivetest"	""
"positivetest"	"21.stp"	"Sustainability and Transformation Partnership"	.77980449	.06203441	-3.1264383	.00176938	.66722389	.91138079	"model0"	"positivetest"	""
"positivetest"	"22.stp"	"Sustainability and Transformation Partnership"	.95710928	.07818933	-.53661384	.59153438	.81550032	1.1233082	"model0"	"positivetest"	""
"positivetest"	"23.stp"	"Sustainability and Transformation Partnership"	.59441363	.04747065	-6.5135401	7.340e-11	.50828898	.69513128	"model0"	"positivetest"	""
"positivetest"	"24.stp"	"Sustainability and Transformation Partnership"	.60667325	.05486734	-5.5259474	3.277e-08	.50812721	.72433129	"model0"	"positivetest"	""
"positivetest"	"25.stp"	"Sustainability and Transformation Partnership"	.35725622	.02955163	-12.443463	1.518e-35	.30378747	.42013585	"model0"	"positivetest"	""
"positivetest"	"26.stp"	"Sustainability and Transformation Partnership"	.43692536	.03502212	-10.329788	5.167e-25	.37340357	.51125319	"model0"	"positivetest"	""
"positivetest"	"27.stp"	"Sustainability and Transformation Partnership"	.53070781	.04242782	-7.9246728	2.287e-15	.45373843	.62073381	"model0"	"positivetest"	""
"positivetest"	"28.stp"	"Sustainability and Transformation Partnership"	.56960444	.04556389	-7.0358539	1.980e-12	.4869495	.66628926	"model0"	"positivetest"	""
"positivetest"	"29.stp"	"Sustainability and Transformation Partnership"	.66941837	.05358817	-5.0135766	5.343e-07	.57221255	.78313725	"model0"	"positivetest"	""
"positivetest"	"30.stp"	"Sustainability and Transformation Partnership"	.54430166	.04375737	-7.5660944	3.846e-14	.46495408	.63719044	"model0"	"positivetest"	""
"positivetest"	"31.stp"	"Sustainability and Transformation Partnership"	.46019638	.04675947	-7.6382234	2.202e-14	.37709833	.56160607	"model0"	"positivetest"	""
"positivetest"	"32.stp"	"Sustainability and Transformation Partnership"	1.0459948	.08308758	.56611032	.57131879	.8951899	1.2222046	"model0"	"positivetest"	""
"positivetest"	"_cons"	"Constant"	.34859168	.02792567	-13.155092	1.591e-39	.29793895	.4078559	"model0"	"positivetest"	""
"positivetest"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model1"	"positivetest"	""
"positivetest"	"2.ethnicity_16"	"Eth 16 categories"	.89462902	.02330132	-4.2750144	.00001911	.85010537	.94148456	"model1"	"positivetest"	""
"positivetest"	"3.ethnicity_16"	"Eth 16 categories"	1.1995634	.00826578	26.406416	1.16e-153	1.1834717	1.2158739	"model1"	"positivetest"	""
"positivetest"	"4.ethnicity_16"	"Eth 16 categories"	1.1068737	.03338866	3.3661561	.00076224	1.04333	1.1742875	"model1"	"positivetest"	""
"positivetest"	"5.ethnicity_16"	"Eth 16 categories"	1.2476556	.04270101	6.4650499	1.013e-10	1.1667085	1.3342189	"model1"	"positivetest"	""
"positivetest"	"6.ethnicity_16"	"Eth 16 categories"	1.2456972	.04086721	6.696662	2.132e-11	1.1681197	1.3284267	"model1"	"positivetest"	""
"positivetest"	"7.ethnicity_16"	"Eth 16 categories"	1.1601473	.03057747	5.636056	1.740e-08	1.1017382	1.221653	"model1"	"positivetest"	""
"positivetest"	"8.ethnicity_16"	"Eth 16 categories"	1.7085452	.01595442	57.361457	0	1.6775595	1.7401032	"model1"	"positivetest"	""
"positivetest"	"9.ethnicity_16"	"Eth 16 categories"	1.9597459	.01837847	71.744063	0	1.9240538	1.9961001	"model1"	"positivetest"	""
"positivetest"	"10.ethnicity_16"	"Eth 16 categories"	2.2882915	.04617813	41.020725	0	2.1995506	2.3806127	"model1"	"positivetest"	""
"positivetest"	"11.ethnicity_16"	"Eth 16 categories"	1.7357781	.02299842	41.620462	0	1.6912823	1.7814446	"model1"	"positivetest"	""
"positivetest"	"12.ethnicity_16"	"Eth 16 categories"	1.1146465	.02730276	4.4310804	9.376e-06	1.0623983	1.1694642	"model1"	"positivetest"	""
"positivetest"	"13.ethnicity_16"	"Eth 16 categories"	1.2067819	.01816179	12.489046	8.567e-36	1.1717053	1.2429085	"model1"	"positivetest"	""
"positivetest"	"14.ethnicity_16"	"Eth 16 categories"	1.2154607	.03000952	7.9029779	2.723e-15	1.1580436	1.2757246	"model1"	"positivetest"	""
"positivetest"	"15.ethnicity_16"	"Eth 16 categories"	.6366012	.0244266	-11.769818	5.585e-32	.59048187	.68632267	"model1"	"positivetest"	""
"positivetest"	"16.ethnicity_16"	"Eth 16 categories"	1.3877461	.02069462	21.973719	5.14e-107	1.3477724	1.4289053	"model1"	"positivetest"	""
"positivetest"	"17.ethnicity_16"	"Eth 16 categories"	1.1266989	.00439047	30.613187	8.17e-206	1.1181265	1.135337	"model1"	"positivetest"	""
"positivetest"	"0b.male"	"Male"	1	0			1	1	"model1"	"positivetest"	""
"positivetest"	"1.male"	"Male"	1.0739051	.00341611	22.414757	2.83e-111	1.0672305	1.0806215	"model1"	"positivetest"	""
"positivetest"	"age1"	"Age spline 1"	.99096516	.00038518	-23.34971	1.39e-120	.9902105	.99172039	"model1"	"positivetest"	""
"positivetest"	"age2"	"Age spline 2"	1.020946	.00143039	14.795899	1.557e-49	1.0181463	1.0237534	"model1"	"positivetest"	""
"positivetest"	"age3"	"Age spline 3"	.92633287	.00374994	-18.902851	1.081e-79	.91901221	.93371185	"model1"	"positivetest"	""
"positivetest"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"positivetest"	""
"positivetest"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0282301	.00528955	5.4115867	6.247e-08	1.0179148	1.0386498	"model1"	"positivetest"	""
"positivetest"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0464745	.00539149	8.817251	1.173e-18	1.0359606	1.0570952	"model1"	"positivetest"	""
"positivetest"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0973291	.00559914	18.202608	4.921e-74	1.0864097	1.1083583	"model1"	"positivetest"	""
"positivetest"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1150437	.0058018	20.928173	2.967e-97	1.1037301	1.1264732	"model1"	"positivetest"	""
"positivetest"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"positivetest"	""
"positivetest"	"2.stp"	"Sustainability and Transformation Partnership"	1.1022851	.0875032	1.2267724	.21990816	.94345814	1.28785	"model1"	"positivetest"	""
"positivetest"	"3.stp"	"Sustainability and Transformation Partnership"	.99626943	.07927392	-.04697138	.96253604	.85240512	1.1644144	"model1"	"positivetest"	""
"positivetest"	"4.stp"	"Sustainability and Transformation Partnership"	1.3790257	.11075051	4.0016741	.0000629	1.1781803	1.6141093	"model1"	"positivetest"	""
"positivetest"	"5.stp"	"Sustainability and Transformation Partnership"	1.1447594	.09253323	1.6725354	.0944188	.97703438	1.3412772	"model1"	"positivetest"	""
"positivetest"	"6.stp"	"Sustainability and Transformation Partnership"	1.2366771	.09833693	2.6714774	.00755182	1.0582086	1.4452446	"model1"	"positivetest"	""
"positivetest"	"7.stp"	"Sustainability and Transformation Partnership"	.99557969	.08246112	-.05348614	.95734457	.84639552	1.1710588	"model1"	"positivetest"	""
"positivetest"	"8.stp"	"Sustainability and Transformation Partnership"	.99956749	.07961289	-.0054315	.99566632	.85509857	1.1684444	"model1"	"positivetest"	""
"positivetest"	"9.stp"	"Sustainability and Transformation Partnership"	.92990186	.07422733	-.91047008	.36257466	.79522837	1.0873826	"model1"	"positivetest"	""
"positivetest"	"10.stp"	"Sustainability and Transformation Partnership"	1.0529187	.08382619	.64770728	.5171743	.90079921	1.2307269	"model1"	"positivetest"	""
"positivetest"	"11.stp"	"Sustainability and Transformation Partnership"	1.0275617	.08181066	.34149671	.73272968	.87910021	1.2010952	"model1"	"positivetest"	""
"positivetest"	"12.stp"	"Sustainability and Transformation Partnership"	1.128408	.09035308	1.5087533	.13136184	.96451584	1.3201491	"model1"	"positivetest"	""
"positivetest"	"13.stp"	"Sustainability and Transformation Partnership"	.92291595	.07368835	-1.0046859	.31504814	.78922292	1.0792564	"model1"	"positivetest"	""
"positivetest"	"14.stp"	"Sustainability and Transformation Partnership"	.72213475	.05775662	-4.0702918	.00004695	.61736046	.84469062	"model1"	"positivetest"	""
"positivetest"	"15.stp"	"Sustainability and Transformation Partnership"	.59979835	.04794649	-6.3945037	1.611e-10	.51281674	.70153338	"model1"	"positivetest"	""
"positivetest"	"16.stp"	"Sustainability and Transformation Partnership"	.58255546	.04656289	-6.7601627	1.378e-11	.49808316	.68135382	"model1"	"positivetest"	""
"positivetest"	"17.stp"	"Sustainability and Transformation Partnership"	.59327596	.04746948	-6.5251774	6.792e-11	.50716585	.69400643	"model1"	"positivetest"	""
"positivetest"	"18.stp"	"Sustainability and Transformation Partnership"	.73978774	.05892185	-3.7840985	.00015427	.63286562	.86477425	"model1"	"positivetest"	""
"positivetest"	"19.stp"	"Sustainability and Transformation Partnership"	.92707544	.07386492	-.95036269	.341928	.7930406	1.083764	"model1"	"positivetest"	""
"positivetest"	"20.stp"	"Sustainability and Transformation Partnership"	.93096177	.07399596	-.90002589	.36810648	.79666456	1.087898	"model1"	"positivetest"	""
"positivetest"	"21.stp"	"Sustainability and Transformation Partnership"	.79472599	.06323854	-2.8873938	.00388448	.6799625	.92885916	"model1"	"positivetest"	""
"positivetest"	"22.stp"	"Sustainability and Transformation Partnership"	.97978145	.08006895	-.24994414	.80263055	.83477219	1.1499804	"model1"	"positivetest"	""
"positivetest"	"23.stp"	"Sustainability and Transformation Partnership"	.61538721	.04915866	-6.0777222	1.219e-09	.52620184	.7196885	"model1"	"positivetest"	""
"positivetest"	"24.stp"	"Sustainability and Transformation Partnership"	.63996107	.05789751	-4.9336373	8.071e-07	.53597564	.76412088	"model1"	"positivetest"	""
"positivetest"	"25.stp"	"Sustainability and Transformation Partnership"	.36219064	.0299686	-12.274022	1.249e-34	.30796871	.42595906	"model1"	"positivetest"	""
"positivetest"	"26.stp"	"Sustainability and Transformation Partnership"	.44767098	.03589063	-10.024669	1.188e-23	.38257492	.52384328	"model1"	"positivetest"	""
"positivetest"	"27.stp"	"Sustainability and Transformation Partnership"	.5527524	.04420234	-7.4135574	1.230e-13	.47256549	.64654575	"model1"	"positivetest"	""
"positivetest"	"28.stp"	"Sustainability and Transformation Partnership"	.58681681	.04695148	-6.6621623	2.698e-11	.50164621	.68644788	"model1"	"positivetest"	""
"positivetest"	"29.stp"	"Sustainability and Transformation Partnership"	.6778085	.05426774	-4.8572738	1.190e-06	.57937108	.79297082	"model1"	"positivetest"	""
"positivetest"	"30.stp"	"Sustainability and Transformation Partnership"	.56647754	.04555114	-7.0676449	1.576e-12	.48387876	.66317606	"model1"	"positivetest"	""
"positivetest"	"31.stp"	"Sustainability and Transformation Partnership"	.48361592	.04914978	-7.148143	8.796e-13	.39627179	.59021198	"model1"	"positivetest"	""
"positivetest"	"32.stp"	"Sustainability and Transformation Partnership"	1.056662	.08393768	.69382193	.48779389	.90431451	1.2346751	"model1"	"positivetest"	""
"positivetest"	"_cons"	"Constant"	.32313505	.02591673	-14.085142	4.687e-45	.27613044	.37814107	"model1"	"positivetest"	""
"positivetest"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"2.ethnicity_16"	"Eth 16 categories"	.90060202	.02354318	-4.0047975	.00006207	.85562043	.94794838	"model2"	"positivetest"	""
"positivetest"	"3.ethnicity_16"	"Eth 16 categories"	1.2045241	.00835785	26.81831	1.98e-158	1.1882539	1.2210171	"model2"	"positivetest"	""
"positivetest"	"4.ethnicity_16"	"Eth 16 categories"	1.1246323	.03409102	3.8747719	.00010672	1.0597612	1.1934742	"model2"	"positivetest"	""
"positivetest"	"5.ethnicity_16"	"Eth 16 categories"	1.1635838	.0399923	4.4080598	.00001043	1.0877821	1.2446677	"model2"	"positivetest"	""
"positivetest"	"6.ethnicity_16"	"Eth 16 categories"	1.2228279	.04026857	6.1087751	1.004e-09	1.1463961	1.3043556	"model2"	"positivetest"	""
"positivetest"	"7.ethnicity_16"	"Eth 16 categories"	1.149633	.03042941	5.2681943	1.378e-07	1.0915131	1.2108477	"model2"	"positivetest"	""
"positivetest"	"8.ethnicity_16"	"Eth 16 categories"	1.5490106	.01467445	46.194054	0	1.5205145	1.5780406	"model2"	"positivetest"	""
"positivetest"	"9.ethnicity_16"	"Eth 16 categories"	1.7849746	.01700803	60.807859	0	1.7519488	1.8186229	"model2"	"positivetest"	""
"positivetest"	"10.ethnicity_16"	"Eth 16 categories"	2.11923	.04307651	36.949462	7.43e-299	2.0364613	2.2053627	"model2"	"positivetest"	""
"positivetest"	"11.ethnicity_16"	"Eth 16 categories"	1.5948772	.02129768	34.956086	1.05e-267	1.5536761	1.637171	"model2"	"positivetest"	""
"positivetest"	"12.ethnicity_16"	"Eth 16 categories"	1.0739436	.02644092	2.8974941	.00376157	1.0233508	1.1270376	"model2"	"positivetest"	""
"positivetest"	"13.ethnicity_16"	"Eth 16 categories"	1.0837378	.01645328	5.2968092	1.178e-07	1.0519651	1.1164703	"model2"	"positivetest"	""
"positivetest"	"14.ethnicity_16"	"Eth 16 categories"	1.1449258	.02840373	5.4554126	4.886e-08	1.0905873	1.2019717	"model2"	"positivetest"	""
"positivetest"	"15.ethnicity_16"	"Eth 16 categories"	.60169061	.02314016	-13.209328	7.751e-40	.55800391	.64879759	"model2"	"positivetest"	""
"positivetest"	"16.ethnicity_16"	"Eth 16 categories"	1.3519438	.0202782	20.103845	6.829e-90	1.3127778	1.3922783	"model2"	"positivetest"	""
"positivetest"	"17.ethnicity_16"	"Eth 16 categories"	1.0941945	.00437907	22.492844	4.88e-112	1.0856453	1.1028111	"model2"	"positivetest"	""
"positivetest"	"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	""
"positivetest"	"1.male"	"Male"	1.0565176	.00363692	15.971052	2.033e-57	1.0494133	1.0636699	"model2"	"positivetest"	""
