eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes_30"	"5.eth5"	"Eth 5 categories"	1.8468257	.14980131	7.5631449	3.934e-14	1.5753698	2.1650568	"model0"	"hes"	""
"hes_30"	"6.eth5"	"Eth 5 categories"	1.003272	.02235638	.14659723	.88344994	.96039742	1.0480607	"model0"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model0"	"hes"	""
"hes_30"	"1.male"	"Male"	1.4139675	.02482211	19.732312	1.138e-86	1.3661445	1.4634646	"model0"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	1.0263194	.00346665	7.6912314	1.457e-14	1.0195474	1.0331365	"model0"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.1015361	.01106538	9.6268506	6.159e-22	1.0800604	1.1234387	"model0"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.82496311	.02152524	-7.3744418	1.650e-13	.78383503	.86824919	"model0"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.7044859	.27480115	-.89800287	.36918402	.32797542	1.5132243	"model0"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	.71555038	.27982641	-.85587722	.3920657	.33247994	1.5399797	"model0"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	.89693561	.35260404	-.27668646	.78202087	.41508424	1.9381451	"model0"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.66793186	.26572484	-1.0144203	.31038224	.30626455	1.4566915	"model0"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	.88622774	.34602703	-.30933928	.75706345	.4122819	1.9050063	"model0"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	1.1605952	.46670033	.37036814	.71110821	.52770878	2.5525088	"model0"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	.91343784	.35735324	-.23143101	.81697998	.42430066	1.9664562	"model0"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	.66220326	.25998983	-1.0498439	.29378987	.30675965	1.4295008	"model0"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	.77453076	.30299135	-.65312421	.51367621	.35979425	1.667336	"model0"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	.81018832	.31693328	-.53807975	.590522	.37636476	1.7440664	"model0"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	1.0577315	.41503807	.14303933	.88625912	.49020375	2.2823079	"model0"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	.81924186	.32141554	-.50818048	.61132678	.37971501	1.7675289	"model0"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	.80802111	.3188594	-.5401864	.58906849	.3728409	1.751144	"model0"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.66770194	.26496272	-1.0178555	.30874663	.30676242	1.4533262	"model0"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	.68750492	.27194822	-.94723425	.34351943	.31664748	1.4927105	"model0"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	.74459529	.29568652	-.74265105	.45769297	.34190017	1.6215907	"model0"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.71521435	.28148812	-.85161867	.39442578	.33069482	1.5468388	"model0"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.42082499	.16713568	-2.179308	.0293088	.19321313	.91657161	"model0"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.42059197	.16573312	-2.1979396	.02795341	.1942886	.91048884	"model0"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	.60338298	.23695377	-1.2864576	.1982834	.27945943	1.3027688	"model0"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.68862818	.28793376	-.89220299	.37228414	.30344136	1.5627691	"model0"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.55482973	.22030254	-1.4836273	.13790782	.2547879	1.2082051	"model0"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.33667817	.18798288	-1.9497371	.05120746	.11270678	1.0057264	"model0"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.53724066	.23681076	-1.4095328	.15867769	.22644724	1.2745906	"model0"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.82581318	.32579494	-.48512007	.62759118	.38112796	1.7893398	"model0"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.66663089	.26348011	-1.0260028	.30489025	.30722415	1.4464902	"model0"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.62941217	.24850744	-1.1725939	.24095871	.29030852	1.3646161	"model0"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.59103252	.23523013	-1.3213218	.1863941	.2709158	1.2894022	"model0"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.77450778	.30828053	-.64197404	.52089004	.35499196	1.6897912	"model0"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	1.0344205	.58873735	.0594598	.95258589	.33903013	3.1561377	"model0"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.77886013	.30401839	-.64027602	.52199317	.36241278	1.6738458	"model0"	"hes"	""
"hes_30"	"_cons"	"Constant"	.00543993	.00219681	-12.911304	3.887e-38	.0024652	.01200425	"model0"	"hes"	""
"hes_30"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.eth5"	"Eth 5 categories"	1.4561329	.0447925	12.216148	2.549e-34	1.3709354	1.5466251	"model1"	"hes"	""
"hes_30"	"3.eth5"	"Eth 5 categories"	1.5601403	.1053224	6.5884622	4.444e-11	1.366786	1.7808479	"model1"	"hes"	""
"hes_30"	"4.eth5"	"Eth 5 categories"	1.4728042	.14809525	3.8503799	.00011793	1.2093554	1.7936434	"model1"	"hes"	""
"hes_30"	"5.eth5"	"Eth 5 categories"	1.6960748	.1377826	6.5034669	7.849e-11	1.4464275	1.9888102	"model1"	"hes"	""
"hes_30"	"6.eth5"	"Eth 5 categories"	1.0068762	.0224888	.30680814	.75898941	.96374976	1.0519324	"model1"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"1.male"	"Male"	1.4235412	.02504853	20.069845	1.354e-89	1.3752839	1.4734918	"model1"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	1.0263347	.00348949	7.6453571	2.084e-14	1.0195181	1.0331968	"model1"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.1024793	.01112431	9.6688799	4.088e-22	1.0808902	1.1244996	"model1"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.82331064	.02156291	-7.4233704	1.142e-13	.78211451	.86667668	"model1"	"hes"	""
"hes_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0837288	.03471041	2.5104905	.01205636	1.017789	1.1539407	"model1"	"hes"	""
"hes_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2535542	.03942103	7.1860565	6.669e-13	1.1786233	1.3332487	"model1"	"hes"	""
"hes_30"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4164501	.04275258	11.534802	8.809e-31	1.3350869	1.5027717	"model1"	"hes"	""
"hes_30"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.7864059	.05177329	20.019649	3.713e-89	1.6877604	1.8908171	"model1"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.69678096	.27302444	-.92202713	.35651443	.32326907	1.5018563	"model1"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	.73123968	.28725039	-.79682487	.42555275	.33859859	1.5791899	"model1"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	.88966986	.35132617	-.2960403	.7671993	.41029257	1.9291416	"model1"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.74635509	.29827154	-.73204778	.46413941	.34101491	1.6334943	"model1"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	.87581828	.34350736	-.33807302	.73530816	.4060333	1.8891497	"model1"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	1.1976109	.48362414	.44655239	.65519828	.54272524	2.6427217	"model1"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	.97421886	.382878	-.0664596	.94701192	.4509471	2.1046868	"model1"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	.68844911	.27151722	-.946561	.34386252	.31780941	1.4913409	"model1"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	.80352567	.315761	-.55664932	.57776705	.3719663	1.7357849	"model1"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	.91595704	.3599731	-.22337235	.82324572	.42398555	1.9787875	"model1"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	.96518946	.38044722	-.08988764	.9283765	.44575455	2.0899185	"model1"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	.7941566	.31297284	-.58482048	.55866843	.36681932	1.7193334	"model1"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	.88676526	.35151104	-.30316828	.76176162	.40775094	1.9285121	"model1"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.72102684	.28741814	-.82052119	.41191906	.33009779	1.5749264	"model1"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	.72163177	.28674123	-.82103769	.4116248	.33119953	1.5723223	"model1"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	.82260989	.32815926	-.48949912	.62448838	.37638192	1.7978734	"model1"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.79784935	.31544613	-.57119957	.56786437	.36760455	1.7316532	"model1"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.49352006	.19692522	-1.7698079	.07675915	.22576515	1.0788292	"model1"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.47198003	.18683716	-1.8966858	.05786942	.21725437	1.0253655	"model1"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	.65527083	.25855092	-1.0713067	.28403155	.30238574	1.4199739	"model1"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.75846676	.31855819	-.65822486	.51039366	.3329887	1.7276017	"model1"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.64881502	.25879309	-1.084582	.27810683	.29689427	1.4178816	"model1"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.41955399	.23492193	-1.5511923	.12085561	.1400143	1.2571969	"model1"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.55733431	.24667631	-1.3208081	.18656535	.23408509	1.3269599	"model1"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.91032288	.36075487	-.23708683	.81258943	.4186682	1.9793425	"model1"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.78523974	.31179384	-.60887809	.54260525	.36059283	1.7099659	"model1"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.72646861	.28812548	-.80572643	.42040061	.33390346	1.5805666	"model1"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.61239907	.24481948	-1.2266296	.21996182	.27973622	1.3406652	"model1"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.90496671	.36180297	-.24976956	.80276556	.41335652	1.9812552	"model1"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	1.2945572	.73915173	.45215904	.65115442	.42277737	3.9639735	"model1"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.77171692	.30259481	-.66088634	.50868521	.35784653	1.6642526	"model1"	"hes"	""
"hes_30"	"_cons"	"Constant"	.00391367	.00159049	-13.640173	2.310e-42	.00176466	.00867975	"model1"	"hes"	""
"hes"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.eth5"	"Eth 5 categories"	1.3425911	.04367612	9.0559601	1.354e-19	1.2596594	1.4309826	"model2"	"hes"	""
"hes"	"3.eth5"	"Eth 5 categories"	1.5813924	.10888559	6.6561716	2.811e-11	1.3817542	1.8098746	"model2"	"hes"	""
"hes"	"4.eth5"	"Eth 5 categories"	1.4493359	.14895017	3.6109829	.00030504	1.1849225	1.7727528	"model2"	"hes"	""
"hes"	"5.eth5"	"Eth 5 categories"	1.7740489	.14700398	6.9181745	4.575e-12	1.5081065	2.0868881	"model2"	"hes"	""
"hes"	"6.eth5"	"Eth 5 categories"	1.0443609	.02423553	1.8704185	.06142572	.99792416	1.0929585	"model2"	"hes"	""
"hes"	"0b.male"	"Male"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.male"	"Male"	1.4110273	.02641823	18.390413	1.568e-75	1.3601871	1.4637679	"model2"	"hes"	""
"hes"	"age1"	"Age spline 1"	1.029812	.00360175	8.3992675	4.493e-17	1.0227769	1.0368956	"model2"	"hes"	""
"hes"	"age2"	"Age spline 2"	1.0366765	.01073204	3.4793943	.00050255	1.015854	1.0579258	"model2"	"hes"	""
"hes"	"age3"	"Age spline 3"	.96028449	.02586998	-1.5042997	.13250421	.91089564	1.0123512	"model2"	"hes"	""
"hes"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0324533	.03390945	.97242323	.33084004	.96808599	1.1011004	"model2"	"hes"	""
"hes"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1611037	.03743243	4.6332891	3.599e-06	1.0900073	1.2368374	"model2"	"hes"	""
"hes"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2361496	.03844784	6.8161276	9.353e-12	1.1630441	1.3138502	"model2"	"hes"	""
"hes"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4639667	.04399571	12.682838	7.362e-37	1.3802271	1.5527869	"model2"	"hes"	""
"hes"	"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.bmicat_sa"	"BMI with SA categories"	.7252332	.05421727	-4.2973373	.00001729	.62638769	.83967676	"model2"	"hes"	""
"hes"	"3.bmicat_sa"	"BMI with SA categories"	.73496515	.05467052	-4.1396977	.00003478	.63525773	.85032223	"model2"	"hes"	""
"hes"	"4.bmicat_sa"	"BMI with SA categories"	.90583111	.06824628	-1.3127291	.18927424	.78147809	1.0499719	"model2"	"hes"	""
"hes"	"5.bmicat_sa"	"BMI with SA categories"	1.1233549	.08789259	1.4866813	.137099	.96364705	1.3095316	"model2"	"hes"	""
"hes"	"6.bmicat_sa"	"BMI with SA categories"	1.4826176	.1211774	4.8182946	1.448e-06	1.2631609	1.7402018	"model2"	"hes"	""
"hes"	"7.bmicat_sa"	"BMI with SA categories"	.92203416	.07179903	-1.0424136	.29721997	.79152336	1.0740643	"model2"	"hes"	""
"hes"	"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.hba1ccat"	"HbA1c category"	1.0241192	.04490254	.54357092	.58673677	.93978721	1.1160187	"model2"	"hes"	""
"hes"	"2.hba1ccat"	"HbA1c category"	1.0598346	.07047759	.87389569	.38217506	.93032426	1.2073742	"model2"	"hes"	""
"hes"	"3.hba1ccat"	"HbA1c category"	1.2526361	.07695777	3.666381	.00024601	1.1105291	1.4129275	"model2"	"hes"	""
"hes"	"4.hba1ccat"	"HbA1c category"	1.6077594	.0910105	8.3883821	4.929e-17	1.4389213	1.7964083	"model2"	"hes"	""
"hes"	"5.hba1ccat"	"HbA1c category"	.9877368	.02454701	-.49650431	.61953865	.94077847	1.037039	"model2"	"hes"	""
"hes"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0160127	.00077733	20.763628	9.233e-96	1.0144903	1.0175374	"model2"	"hes"	""
"hes"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0940637	.02214204	4.4420063	8.912e-06	1.0515155	1.1383335	"model2"	"hes"	""
"hes"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.0009653	.03458458	.02792507	.97772191	.93542499	1.0710977	"model2"	"hes"	""
"hes"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.hypertension"	"Diagnosed hypertension"	1.0692826	.02376572	3.0139679	.00257855	1.0237027	1.116892	"model2"	"hes"	""
"hes"	"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"hes"	""
"hes"	"2.bp_cat"	"Blood pressure four levels non-missing"	.89308338	.0300046	-3.3656742	.00076357	.83616984	.95387072	"model2"	"hes"	""
"hes"	"3.bp_cat"	"Blood pressure four levels non-missing"	.90594695	.02553732	-3.5040674	.00045821	.85725226	.95740765	"model2"	"hes"	""
"hes"	"4.bp_cat"	"Blood pressure four levels non-missing"	.94558561	.02800327	-1.8892906	.0588529	.89226271	1.0020952	"model2"	"hes"	""
"hes"	"5.bp_cat"	"Blood pressure four levels non-missing"	.69862401	.02644633	-9.4741437	2.690e-21	.64866636	.7524292	"model2"	"hes"	""
"hes"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.asthma"	"Asthma category"	1.155087	.02693315	6.1832881	6.278e-10	1.103487	1.2090998	"model2"	"hes"	""
"hes"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	2.0864633	.05674051	27.044734	4.41e-161	1.9781657	2.2006897	"model2"	"hes"	""
"hes"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3180865	.03208985	11.344099	7.934e-30	1.2566685	1.3825061	"model2"	"hes"	""
"hes"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.dm_type"	"Diabetes Type"	1.8317144	.17652039	6.2805742	3.373e-10	1.5164509	2.2125197	"model2"	"hes"	""
"hes"	"2.dm_type"	"Diabetes Type"	1.2557915	.04891741	5.8471339	5.001e-09	1.1634837	1.3554228	"model2"	"hes"	""
"hes"	"3.dm_type"	"Diabetes Type"	1.2118714	.05423602	4.2938298	.00001756	1.1100995	1.3229735	"model2"	"hes"	""
"hes"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.cancer"	"Cancer"	1.5444913	.0427025	15.72231	1.064e-55	1.4630232	1.6304959	"model2"	"hes"	""
"hes"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.chronic_liver_disease"	"Chronic liver disease"	1.9024295	.13259089	9.2277294	2.764e-20	1.6595243	2.1808889	"model2"	"hes"	""
"hes"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.stroke"	"Stroke"	1.2794121	.04578938	6.8847411	5.789e-12	1.1927419	1.3723802	"model2"	"hes"	""
"hes"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.dementia"	"Dementia"	.94889874	.07370937	-.67525688	.49951258	.81489097	1.1049439	"model2"	"hes"	""
"hes"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.other_neuro"	"Neurological disease"	1.7561135	.10090602	9.7999404	1.127e-22	1.5690713	1.9654523	"model2"	"hes"	""
"hes"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.egfr60"	"CKD defined by egfr<60"	1.2573853	.03483713	8.2665945	1.378e-16	1.1909265	1.3275527	"model2"	"hes"	""
"hes"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.esrf"	"end stage renal failure"	2.3690917	.25028528	8.1641133	3.238e-16	1.9259977	2.9141238	"model2"	"hes"	""
"hes"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"hes"	""
"hes"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.3946707	.12928582	3.5885519	.00033252	1.1629617	1.6725456	"model2"	"hes"	""
"hes"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"hes"	""
