parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"8.ethnicity_16"	"Eth 16 categories"	2.6884918	.23314789	11.404202	3.984e-30	2.2682553	3.1865851	"model1"	"icu"
"9.ethnicity_16"	"Eth 16 categories"	4.634891	.36374267	19.541638	4.860e-85	3.9740917	5.4055659	"model1"	"icu"
"10.ethnicity_16"	"Eth 16 categories"	5.1042305	.77055788	10.797698	3.529e-27	3.7968988	6.861697	"model1"	"icu"
"11.ethnicity_16"	"Eth 16 categories"	3.7859581	.3925773	12.838853	9.934e-38	3.0896705	4.6391609	"model1"	"icu"
"12.ethnicity_16"	"Eth 16 categories"	1.7883762	.31880008	3.2609699	.00111032	1.2610192	2.5362732	"model1"	"icu"
"13.ethnicity_16"	"Eth 16 categories"	1.8704053	.27080589	4.3247359	.00001527	1.408299	2.4841431	"model1"	"icu"
"14.ethnicity_16"	"Eth 16 categories"	2.0033804	.43284262	3.2159976	.00129992	1.3117653	3.0596429	"model1"	"icu"
"15.ethnicity_16"	"Eth 16 categories"	.84784262	.30079847	-.46524542	.64175571	.42298512	1.6994383	"model1"	"icu"
"16.ethnicity_16"	"Eth 16 categories"	1.8855148	.26985044	4.4313253	9.366e-06	1.4243213	2.4960421	"model1"	"icu"
"17.ethnicity_16"	"Eth 16 categories"	.95954662	.0447667	-.88511968	.37609208	.87569751	1.0514244	"model1"	"icu"
"0b.male"	"Male"	1	0			1	1	"model1"	"icu"
"1.male"	"Male"	2.2670575	.08484143	21.870772	4.93e-106	2.1067234	2.439594	"model1"	"icu"
"age1"	"Age spline 1"	1.0770508	.01093616	7.3102197	2.667e-13	1.0558282	1.0987	"model1"	"icu"
"age2"	"Age spline 2"	1.0847821	.02854204	3.0929348	.00198188	1.0302587	1.142191	"model1"	"icu"
"age3"	"Age spline 3"	.65529577	.04348354	-6.3696036	1.895e-10	.57537909	.74631239	"model1"	"icu"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"icu"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1705386	.07629229	2.4159404	.01569463	1.0301652	1.3300396	"model1"	"icu"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.4639448	.0912752	6.1129435	9.781e-10	1.2955474	1.6542308	"model1"	"icu"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.7589811	.10678037	9.3028122	1.368e-20	1.5616665	1.9812262	"model1"	"icu"
"5.imd"	"Index of Multiple Deprivation (IMD)"	2.3498819	.14019758	14.320198	1.637e-46	2.0905571	2.6413748	"model1"	"icu"
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"icu"
"2.ethnicity_16"	"Eth 16 categories"	.75531939	.22891411	-.92590902	.35449326	.41702068	1.3680554	"model2"	"icu"
"3.ethnicity_16"	"Eth 16 categories"	1.3911266	.10859185	4.2289566	.00002348	1.1937724	1.6211073	"model2"	"icu"
"4.ethnicity_16"	"Eth 16 categories"	1.9596498	.62311754	2.1157891	.03436275	1.0507964	3.6545875	"model2"	"icu"
"5.ethnicity_16"	"Eth 16 categories"	2.5465628	.77288114	3.0798858	.0020708	1.4048015	4.616298	"model2"	"icu"
"6.ethnicity_16"	"Eth 16 categories"	4.2409668	1.1841019	5.1746491	2.283e-07	2.4536047	7.3303575	"model2"	"icu"
"7.ethnicity_16"	"Eth 16 categories"	1.6757443	.53304164	1.622979	.10459389	.89835283	3.125853	"model2"	"icu"
"8.ethnicity_16"	"Eth 16 categories"	2.3186866	.20505056	9.5099347	1.908e-21	1.9496962	2.7575103	"model2"	"icu"
"9.ethnicity_16"	"Eth 16 categories"	3.436003	.27511382	15.415761	1.283e-53	2.9369702	4.0198285	"model2"	"icu"
"10.ethnicity_16"	"Eth 16 categories"	4.4140868	.67029773	9.7778049	1.402e-22	3.277799	5.9442822	"model2"	"icu"
"11.ethnicity_16"	"Eth 16 categories"	3.396228	.35647069	11.648785	2.328e-31	2.7647385	4.1719548	"model2"	"icu"
"12.ethnicity_16"	"Eth 16 categories"	1.6951167	.30294791	2.9529848	.00314717	1.1941931	2.4061609	"model2"	"icu"
"13.ethnicity_16"	"Eth 16 categories"	1.8090474	.26360248	4.0682626	.00004736	1.3596229	2.4070296	"model2"	"icu"
"14.ethnicity_16"	"Eth 16 categories"	1.9577029	.42350268	3.1053631	.00190046	1.281178	2.9914661	"model2"	"icu"
"15.ethnicity_16"	"Eth 16 categories"	1.4974455	.53234869	1.1357399	.25606545	.74601064	3.0057791	"model2"	"icu"
"16.ethnicity_16"	"Eth 16 categories"	2.1672646	.31099328	5.390165	7.039e-08	1.6359428	2.8711491	"model2"	"icu"
"17.ethnicity_16"	"Eth 16 categories"	1.0438589	.0497351	.90091102	.36763563	.95079288	1.1460344	"model2"	"icu"
"0b.male"	"Male"	1	0			1	1	"model2"	"icu"
"1.male"	"Male"	2.4157126	.09390547	22.68925	5.72e-114	2.2384979	2.6069568	"model2"	"icu"
"age1"	"Age spline 1"	1.0701169	.0109052	6.649998	2.931e-11	1.0489551	1.0917056	"model2"	"icu"
"age2"	"Age spline 2"	1.0192121	.02694374	.71985246	.47161584	.96774814	1.0734129	"model2"	"icu"
"age3"	"Age spline 3"	.77863557	.0521378	-3.7367151	.00018644	.68286899	.8878326	"model2"	"icu"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1017296	.07184558	1.4856443	.13737322	.96954232	1.2519392	"model2"	"icu"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3021908	.08141667	4.2232257	.00002408	1.1520069	1.4719538	"model2"	"icu"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4754161	.09017032	6.3640503	1.965e-10	1.30886	1.663167	"model2"	"icu"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.8911248	.11431285	10.540997	5.590e-26	1.6798388	2.1289859	"model2"	"icu"
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"icu"
"2.bmicat_sa"	"BMI with SA categories"	1.3085392	.42183682	.83416392	.40418862	.69563736	2.4614473	"model2"	"icu"
"3.bmicat_sa"	"BMI with SA categories"	2.3717545	.75637007	2.70809	.00676717	1.269449	4.4312291	"model2"	"icu"
"4.bmicat_sa"	"BMI with SA categories"	4.0941285	1.305894	4.4191144	9.911e-06	2.1910679	7.6500999	"model2"	"icu"
"5.bmicat_sa"	"BMI with SA categories"	5.7573451	1.8454079	5.4611759	4.730e-08	3.0717491	10.790928	"model2"	"icu"
"6.bmicat_sa"	"BMI with SA categories"	8.0554599	2.5960175	6.4739585	9.547e-11	4.2832681	15.149748	"model2"	"icu"
"7.bmicat_sa"	"BMI with SA categories"	3.0170782	.97209559	3.4273644	.00060947	1.6044693	5.6733781	"model2"	"icu"
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"icu"
"1.hba1ccat"	"HbA1c category"	1.0656166	.08438926	.80251626	.42225438	.91241383	1.2445435	"model2"	"icu"
"2.hba1ccat"	"HbA1c category"	1.1329834	.12837065	1.101949	.27048383	.90736014	1.41471	"model2"	"icu"
"3.hba1ccat"	"HbA1c category"	1.4203912	.14542502	3.4276166	.0006089	1.1621408	1.7360299	"model2"	"icu"
"4.hba1ccat"	"HbA1c category"	1.7344816	.16325497	5.8509331	4.888e-09	1.4422876	2.0858713	"model2"	"icu"
"5.hba1ccat"	"HbA1c category"	1.0095709	.05070419	.18966083	.84957492	.91492716	1.1140051	"model2"	"icu"
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0101967	.00114771	8.929505	4.279e-19	1.0079497	1.0124487	"model2"	"icu"
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"icu"
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1784095	.04569958	4.2331764	.00002304	1.0921594	1.271471	"model2"	"icu"
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.36068792	.02800106	-13.135525	2.061e-39	.30977815	.41996433	"model2"	"icu"
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"icu"
"1.hypertension"	"Diagnosed hypertension"	1.1192864	.04654578	2.7098895	.00673056	1.0316772	1.2143354	"model2"	"icu"
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"icu"
"2.bp_cat"	"Blood pressure four levels non-missing"	1.0216982	.07536274	.29101831	.77103732	.88417068	1.1806174	"model2"	"icu"
"3.bp_cat"	"Blood pressure four levels non-missing"	1.1081939	.06824503	1.6682023	.09527557	.98219312	1.2503587	"model2"	"icu"
"4.bp_cat"	"Blood pressure four levels non-missing"	1.1739932	.07451238	2.5273841	.01149157	1.03667	1.3295071	"model2"	"icu"
"5.bp_cat"	"Blood pressure four levels non-missing"	.64892436	.0531829	-5.2765132	1.317e-07	.55262872	.76199952	"model2"	"icu"
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"icu"
"1.asthma"	"Asthma category"	1.2086096	.05380033	4.2564051	.00002077	1.1076319	1.3187929	"model2"	"icu"
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"icu"
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	2.2604512	.11776037	15.655042	3.069e-55	2.0410374	2.5034521	"model2"	"icu"
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"icu"
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.088992	.0534289	1.7376228	.0822773	.98915062	1.198911	"model2"	"icu"
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"icu"
"1.dm_type"	"Diabetes Type"	1.4221674	.24671453	2.0301272	.04234361	1.0122461	1.9980913	"model2"	"icu"
"2.dm_type"	"Diabetes Type"	1.3049937	.09441761	3.6792607	.00023391	1.1324607	1.5038126	"model2"	"icu"
"3.dm_type"	"Diabetes Type"	1.2866346	.10583616	3.0638916	.00218478	1.0950577	1.5117274	"model2"	"icu"
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"icu"
"1.cancer"	"Cancer"	1.3896069	.07888904	5.7956045	6.808e-09	1.243279	1.5531568	"model2"	"icu"
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"icu"
"1.chronic_liver_disease"	"Chronic liver disease"	1.1948684	.16375984	1.299034	.19393225	.91339927	1.5630737	"model2"	"icu"
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"icu"
"1.stroke"	"Stroke"	.9752222	.08418405	-.29065204	.77131745	.82342748	1.1549995	"model2"	"icu"
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"icu"
"1.dementia"	"Dementia"	.44419823	.19959149	-1.8059884	.07092015	.1841224	1.0716353	"model2"	"icu"
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"icu"
"1.other_neuro"	"Neurological disease"	.98189694	.15000866	-.11958108	.90481501	.72782027	1.3246699	"model2"	"icu"
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"icu"
"1.egfr60"	"CKD defined by egfr<60"	1.4935422	.08389193	7.1417532	9.215e-13	1.3378447	1.6673597	"model2"	"icu"
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"icu"
"1.esrf"	"end stage renal failure"	4.7684281	.66252172	11.242446	2.523e-29	3.6316999	6.2609542	"model2"	"icu"
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"icu"
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1712288	.17144044	1.0797729	.28024331	.87911519	1.5604063	"model2"	"icu"
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"icu"
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1918979	.07509775	2.7861548	.00533374	1.0534344	1.3485609	"model2"	"icu"
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"icu"
"2.ethnicity_16"	"Eth 16 categories"	.75249133	.22805901	-.9382782	.34810146	.41545711	1.3629402	"model3"	"icu"
"3.ethnicity_16"	"Eth 16 categories"	1.3624212	.1065393	3.9548502	.00007658	1.1688228	1.5880862	"model3"	"icu"
"4.ethnicity_16"	"Eth 16 categories"	1.9411269	.61722628	2.0859265	.03698528	1.0408656	3.6200384	"model3"	"icu"
"5.ethnicity_16"	"Eth 16 categories"	2.4428152	.74170212	2.9416164	.00326504	1.3472361	4.4293245	"model3"	"icu"
"6.ethnicity_16"	"Eth 16 categories"	4.1082059	1.1473441	5.0593706	4.206e-07	2.3764448	7.1019346	"model3"	"icu"
"7.ethnicity_16"	"Eth 16 categories"	1.6305366	.51873601	1.5367824	.12434662	.87403903	3.0417975	"model3"	"icu"
"8.ethnicity_16"	"Eth 16 categories"	2.1646584	.19394722	8.6192765	6.738e-18	1.8160347	2.5802073	"model3"	"icu"
"9.ethnicity_16"	"Eth 16 categories"	3.1030763	.25809792	13.614619	3.279e-42	2.6362943	3.6525067	"model3"	"icu"
"10.ethnicity_16"	"Eth 16 categories"	3.9981455	.61303456	9.0382384	1.592e-19	2.960357	5.3997431	"model3"	"icu"
"11.ethnicity_16"	"Eth 16 categories"	3.1891961	.3372139	10.968499	5.416e-28	2.5922584	3.9235948	"model3"	"icu"
"12.ethnicity_16"	"Eth 16 categories"	1.6820006	.30062457	2.9093205	.00362215	1.1849242	2.3876007	"model3"	"icu"
"13.ethnicity_16"	"Eth 16 categories"	1.7184679	.25107656	3.7057842	.00021074	1.2905556	2.288264	"model3"	"icu"
"14.ethnicity_16"	"Eth 16 categories"	1.8971947	.41064593	2.9585549	.00309085	1.2412811	2.8997038	"model3"	"icu"
"15.ethnicity_16"	"Eth 16 categories"	1.4537786	.51686226	1.0524172	.29260819	.72421981	2.9182747	"model3"	"icu"
"16.ethnicity_16"	"Eth 16 categories"	2.0822507	.29927631	5.1030618	3.342e-07	1.5710576	2.7597767	"model3"	"icu"
"17.ethnicity_16"	"Eth 16 categories"	1.0361722	.04942952	.74487259	.45634875	.94368328	1.1377259	"model3"	"icu"
"0b.male"	"Male"	1	0			1	1	"model3"	"icu"
"1.male"	"Male"	2.4105242	.09372179	22.62959	2.22e-113	2.2336574	2.6013957	"model3"	"icu"
"age1"	"Age spline 1"	1.0689905	.01084778	6.5743776	4.886e-11	1.0479393	1.0904646	"model3"	"icu"
"age2"	"Age spline 2"	1.0269605	.02708843	1.0085749	.31317855	.9752172	1.0814492	"model3"	"icu"
"age3"	"Age spline 3"	.76477734	.05109141	-4.0141925	.00005965	.67091883	.87176623	"model3"	"icu"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"icu"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1036406	.0719787	1.5120417	.13052325	.97120939	1.2541297	"model3"	"icu"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3034423	.08152383	4.2370865	.00002264	1.1530639	1.4734324	"model3"	"icu"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4739108	.0901409	6.3429411	2.254e-10	1.3074158	1.6616084	"model3"	"icu"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.8886295	.11427254	10.508979	7.854e-26	1.6774298	2.1264206	"model3"	"icu"
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model3"	"icu"
"2.bmicat_sa"	"BMI with SA categories"	1.3059472	.42100603	.82800384	.40766833	.69425441	2.4565893	"model3"	"icu"
"3.bmicat_sa"	"BMI with SA categories"	2.3586983	.75222191	2.6907252	.00712969	1.2624446	4.4068928	"model3"	"icu"
"4.bmicat_sa"	"BMI with SA categories"	4.0644565	1.2964624	4.3961985	.00001102	2.1751537	7.5947764	"model3"	"icu"
"5.bmicat_sa"	"BMI with SA categories"	5.7171332	1.8325561	5.4391982	5.352e-08	3.0502555	10.715696	"model3"	"icu"
"6.bmicat_sa"	"BMI with SA categories"	8.0129541	2.5823462	6.4574742	1.065e-10	4.2606387	15.069908	"model3"	"icu"
"7.bmicat_sa"	"BMI with SA categories"	3.0001256	.96666196	3.4097758	.00065016	1.5954243	5.641605	"model3"	"icu"
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model3"	"icu"
"1.hba1ccat"	"HbA1c category"	1.0628665	.08416432	.76995121	.44132883	.9100711	1.2413153	"model3"	"icu"
"2.hba1ccat"	"HbA1c category"	1.1288391	.12789973	1.0696167	.28479188	.9040432	1.4095318	"model3"	"icu"
"3.hba1ccat"	"HbA1c category"	1.4147185	.14483777	3.388682	.00070229	1.1575099	1.7290812	"model3"	"icu"
"4.hba1ccat"	"HbA1c category"	1.7301484	.16284688	5.8243655	5.733e-09	1.4386848	2.0806597	"model3"	"icu"
"5.hba1ccat"	"HbA1c category"	1.0082551	.05063601	.16370009	.86996725	.91373843	1.1125486	"model3"	"icu"
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0103696	.00114696	9.0876494	1.012e-19	1.0081241	1.0126201	"model3"	"icu"
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"icu"
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1831355	.04590884	4.3339294	.00001465	1.0964923	1.2766252	"model3"	"icu"
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.36297651	.02819248	-13.047686	6.551e-39	.31172058	.42266041	"model3"	"icu"
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"icu"
"1.hypertension"	"Diagnosed hypertension"	1.1206149	.04660548	2.738151	.00617857	1.0328936	1.2157861	"model3"	"icu"
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model3"	"icu"
"2.bp_cat"	"Blood pressure four levels non-missing"	1.0233761	.07548691	.31326232	.75408137	.88562201	1.1825571	"model3"	"icu"
"3.bp_cat"	"Blood pressure four levels non-missing"	1.1101697	.06837028	1.6970397	.08968915	.98393809	1.2525959	"model3"	"icu"
"4.bp_cat"	"Blood pressure four levels non-missing"	1.1759415	.07464197	2.5533065	.01067055	1.0383802	1.3317266	"model3"	"icu"
"5.bp_cat"	"Blood pressure four levels non-missing"	.65048945	.05331209	-5.2470291	1.546e-07	.55396002	.76383946	"model3"	"icu"
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"icu"
"1.asthma"	"Asthma category"	1.2086044	.05380524	4.2559021	.00002082	1.1076179	1.3187983	"model3"	"icu"
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"icu"
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	2.2648693	.11801931	15.688698	1.807e-55	2.0449758	2.5084077	"model3"	"icu"
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"icu"
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.087757	.05337302	1.7143438	.0864656	.98802048	1.1975615	"model3"	"icu"
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"icu"
"1.dm_type"	"Diabetes Type"	1.4302128	.24806953	2.0629835	.03911419	1.0180293	2.0092827	"model3"	"icu"
"2.dm_type"	"Diabetes Type"	1.3020833	.09420563	3.6484552	.00026382	1.1299374	1.5004555	"model3"	"icu"
"3.dm_type"	"Diabetes Type"	1.2826577	.10553947	3.0253836	.00248318	1.0916221	1.5071248	"model3"	"icu"
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"icu"
"1.cancer"	"Cancer"	1.3937941	.07913813	5.8477621	4.982e-09	1.2470054	1.5578618	"model3"	"icu"
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"icu"
"1.chronic_liver_disease"	"Chronic liver disease"	1.2023221	.16478878	1.3443486	.17883567	.9190861	1.5728433	"model3"	"icu"
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"icu"
"1.stroke"	"Stroke"	.97446584	.08412928	-.29960265	.76448026	.82277143	1.1541281	"model3"	"icu"
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"icu"
"1.dementia"	"Dementia"	.44015265	.19778201	-1.8262737	.06780904	.18243873	1.0619146	"model3"	"icu"
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"icu"
"1.other_neuro"	"Neurological disease"	.98367104	.15029563	-.10775368	.91419109	.72911216	1.3271054	"model3"	"icu"
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"icu"
"1.egfr60"	"CKD defined by egfr<60"	1.4922708	.08385931	7.1232936	1.054e-12	1.3366377	1.6660252	"model3"	"icu"
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"icu"
"1.esrf"	"end stage renal failure"	4.7668995	.66299443	11.228523	2.954e-29	3.6295132	6.2607104	"model3"	"icu"
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"icu"
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1808064	.17304402	1.1340884	.25675748	.8860075	1.573693	"model3"	"icu"
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"icu"
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1939824	.07523312	2.8137371	.00489693	1.0552698	1.3509284	"model3"	"icu"
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"icu"
"2.hh_total_cat"	"Number of people in household"	1.198176	.05134473	4.2191415	.00002452	1.1016524	1.3031567	"model3"	"icu"
"3.hh_total_cat"	"Number of people in household"	1.4056674	.10470468	4.571399	4.845e-06	1.214727	1.6266213	"model3"	"icu"
"4.hh_total_cat"	"Number of people in household"	1.2953841	.24317745	1.3786427	.16800493	.89661458	1.8715065	"model3"	"icu"
"9.hh_total_cat"	"Number of people in household"	1.052107	.05761606	.92754667	.35364277	.94503076	1.1713155	"model3"	"icu"
