parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0027787	.0046433	.599257	.54900152	.99371914	1.0119208	"model1"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0320909	.00470727	6.9255494	4.343e-12	1.022906	1.0413583	"model1"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0186205	.0047025	3.9963464	.00006433	1.0094454	1.0278791	"model1"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	1.3751375	.00720063	60.835639	0	1.3610966	1.3893231	"model2"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	.86488524	.00887641	-14.143713	2.042e-45	.8476616	.88245884	"model2"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	.98151691	.01332036	-1.3746784	.16923117	.95575363	1.0079747	"model2"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	.7156334	.00873958	-27.397409	2.94e-165	.69870751	.73296931	"model2"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	1.0537937	.003696	14.939225	1.831e-50	1.0465745	1.0610627	"model2"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	""
"1.male"	"Male"	.9005018	.00273426	-34.515924	4.63e-261	.89515867	.90587682	"model2"	"positivetest"	""
"age1"	"Age spline 1"	.98142952	.00035269	-52.162446	0	.98073852	.98212102	"model2"	"positivetest"	""
"age2"	"Age spline 2"	.99702718	.00128821	-2.3042793	.02120697	.99450553	.99955523	"model2"	"positivetest"	""
"age3"	"Age spline 3"	.98404402	.00372709	-4.2467428	.00002169	.9767661	.99137617	"model2"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0059981	.00466306	1.2901437	.19700077	.99690003	1.0151791	"model2"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0075915	.00467796	1.6289668	.10332004	.99846445	1.016802	"model2"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0448715	.00480019	9.5545164	1.242e-21	1.0355055	1.0543222	"model2"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0488334	.00491623	10.171783	2.650e-24	1.0392419	1.0585134	"model2"	"positivetest"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"positivetest"	""
"2.bmicat_sa"	"BMI with SA categories"	1.1947025	.0143062	14.856098	6.352e-50	1.1669894	1.2230738	"model2"	"positivetest"	""
"3.bmicat_sa"	"BMI with SA categories"	1.374692	.01651552	26.488275	1.32e-154	1.3427003	1.4074459	"model2"	"positivetest"	""
"4.bmicat_sa"	"BMI with SA categories"	1.4951096	.01832675	32.811738	4.00e-236	1.4596179	1.5314643	"model2"	"positivetest"	""
"5.bmicat_sa"	"BMI with SA categories"	1.5359675	.01988782	33.144737	6.74e-241	1.4974785	1.5754457	"model2"	"positivetest"	""
"6.bmicat_sa"	"BMI with SA categories"	1.5474616	.02151453	31.404196	1.77e-216	1.5058633	1.5902091	"model2"	"positivetest"	""
"7.bmicat_sa"	"BMI with SA categories"	1.2077258	.01462602	15.584899	9.221e-55	1.1793969	1.2367352	"model2"	"positivetest"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"positivetest"	""
"1.hba1ccat"	"HbA1c category"	1.025172	.01188774	2.1439037	.0320406	1.0021352	1.0487383	"model2"	"positivetest"	""
"2.hba1ccat"	"HbA1c category"	1.0485177	.01863521	2.6657092	.00768261	1.0126221	1.0856856	"model2"	"positivetest"	""
"3.hba1ccat"	"HbA1c category"	1.1150554	.01873358	6.4821608	9.042e-11	1.0789362	1.1523838	"model2"	"positivetest"	""
