parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"7.bmicat_sa"	"BMI with SA categories"	1.0233118	.00507493	4.6466476	3.374e-06	1.0134133	1.033307	"model2"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.99420856	.00492951	-1.1714406	.2414217	.98459369	1.0039173	"model2"	"tested"	""
"2.hba1ccat"	"HbA1c category"	1.0071331	.00777864	.92026974	.35743182	.99200202	1.0224949	"model2"	"tested"	""
"3.hba1ccat"	"HbA1c category"	1.0203706	.00758373	2.7132624	.00666243	1.0056145	1.0353432	"model2"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0378696	.00720768	5.3523183	8.683e-08	1.0238385	1.052093	"model2"	"tested"	""
"5.hba1ccat"	"HbA1c category"	.8653441	.00131969	-94.835057	0	.86276141	.86793451	"model2"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0070418	.00004246	166.40766	0	1.0069585	1.007125	"model2"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.097141	.0016043	63.400356	0	1.0940011	1.1002898	"model2"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.95506478	.00174424	-25.174431	7.63e-140	.95165225	.95848955	"model2"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97256926	.00193399	-13.987171	1.867e-44	.96878609	.9763672	"model2"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.97187723	.00229211	-12.095201	1.120e-33	.96739513	.97638008	"model2"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.96270955	.00188695	-19.389135	9.533e-84	.95901829	.96641502	"model2"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.95778374	.00217953	-18.954734	4.036e-80	.95352146	.96206507	"model2"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.77010286	.00157883	-127.42013	0	.76701462	.77320354	"model2"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"tested"	""
"1.asthma"	"Asthma category"	1.0927906	.0017665	54.893028	0	1.0893338	1.0962583	"model2"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.1552823	.00368751	45.222671	0	1.1480775	1.1625324	"model2"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2173136	.0032496	73.664501	0	1.2109612	1.2236994	"model2"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"tested"	""
"1.dm_type"	"Diabetes Type"	.95847183	.0085051	-4.7799204	1.754e-06	.94194627	.97528732	"model2"	"tested"	""
"2.dm_type"	"Diabetes Type"	.97285312	.00419996	-6.3750615	1.829e-10	.96465607	.98111982	"model2"	"tested"	""
"3.dm_type"	"Diabetes Type"	1.0087561	.00429912	2.0455979	.04079595	1.000365	1.0172175	"model2"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"tested"	""
"1.cancer"	"Cancer"	1.3567401	.00363669	113.81792	0	1.349631	1.3638866	"model2"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.2113482	.00893955	25.980779	8.17e-149	1.1939531	1.2289967	"model2"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"tested"	""
"1.stroke"	"Stroke"	1.1979185	.00521437	41.486627	0	1.187742	1.2081822	"model2"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"tested"	""
"1.dementia"	"Dementia"	1.6108406	.02079186	36.936485	1.20e-298	1.5706005	1.6521117	"model2"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.0520595	.00653028	8.1760161	2.934e-16	1.0393379	1.0649368	"model2"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.099259	.00359536	28.93445	4.40e-184	1.0922348	1.1063284	"model2"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"tested"	""
"1.esrf"	"end stage renal failure"	1.3116826	.01920627	18.529035	1.204e-76	1.2745741	1.3498716	"model2"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0614428	.00898286	7.0459663	1.842e-12	1.043982	1.0791958	"model2"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0708536	.0029082	25.206826	3.37e-140	1.0651687	1.0765687	"model2"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	.93942496	.00871412	-6.7364446	1.623e-11	.92249993	.95666052	"model3"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.66767027	.00185026	-145.76977	0	.66405365	.67130659	"model3"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	.90049173	.01091104	-8.6503584	5.134e-18	.87935841	.92213293	"model3"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	.83334912	.01166909	-13.019161	9.521e-39	.81078912	.85653684	"model3"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	.87282191	.01175338	-10.101306	5.451e-24	.85008704	.8961648	"model3"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.77927227	.00820536	-23.685299	5.11e-124	.76335487	.79552158	"model3"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	.87680993	.00365937	-31.499917	8.71e-218	.86966695	.88401158	"model3"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	1.0249078	.00452572	5.5715823	2.524e-08	1.0160758	1.0338165	"model3"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	.80803277	.00767592	-22.438261	1.67e-111	.79312743	.82321823	"model3"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	.76592396	.00451095	-45.278864	0	.75713349	.77481649	"model3"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	.7632428	.00743918	-27.719738	4.04e-169	.74880066	.7779635	"model3"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	.77908822	.00482518	-40.306174	0	.76968821	.78860303	"model3"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.76550895	.00775574	-26.374662	2.68e-153	.75045791	.78086185	"model3"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	.38463782	.00481979	-76.248767	0	.37530626	.39420141	"model3"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	.68745724	.00431196	-59.747401	0	.67905769	.6959607	"model3"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.94463751	.00146972	-36.606192	2.28e-293	.9417613	.94752251	"model3"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"tested"	""
"1.male"	"Male"	.84181524	.00111652	-129.82818	0	.83962974	.84400643	"model3"	"tested"	""
"age1"	"Age spline 1"	.9868026	.00016122	-81.314543	0	.98648666	.98711865	"model3"	"tested"	""
"age2"	"Age spline 2"	.97709006	.00055772	-40.603884	0	.97599757	.97818378	"model3"	"tested"	""
"age3"	"Age spline 3"	1.0735203	.00175033	43.511226	0	1.0700952	1.0769564	"model3"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.98384053	.00191052	-8.3894225	4.885e-17	.98010309	.98759222	"model3"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.96325201	.00188901	-19.091713	2.959e-81	.95955673	.96696152	"model3"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.95624783	.00190577	-22.448078	1.34e-111	.95251988	.95999037	"model3"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.92982767	.0019449	-34.783555	4.31e-265	.92602353	.93364743	"model3"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model3"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	1.0994739	.00533702	19.536188	5.407e-85	1.0890631	1.1099842	"model3"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	1.1664945	.00569932	31.520214	4.59e-218	1.1553773	1.1777186	"model3"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.2022328	.00602972	36.722712	3.17e-295	1.1904726	1.2141091	"model3"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.2094568	.00649295	35.423677	7.38e-275	1.1967976	1.2222499	"model3"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1910028	.00698825	29.790295	5.22e-195	1.1773845	1.2047785	"model3"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	1.0166415	.0050428	3.3273636	.00087672	1.0068057	1.0265734	"model3"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model3"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.99279514	.00492312	-1.4581885	.1447886	.98319273	1.0024913	"model3"	"tested"	""
"2.hba1ccat"	"HbA1c category"	1.006112	.00777102	.7889097	.43016479	.99099578	1.0214588	"model3"	"tested"	""
"3.hba1ccat"	"HbA1c category"	1.0187879	.00757244	2.5042472	.01227122	1.0040537	1.0337382	"model3"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0384494	.00721265	5.4320266	5.572e-08	1.0244087	1.0526826	"model3"	"tested"	""
"5.hba1ccat"	"HbA1c category"	.86594493	.00132041	-94.39391	0	.86336084	.86853676	"model3"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0071419	.00004284	167.29305	0	1.0070579	1.0072259	"model3"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.097339	.0016048	63.515727	0	1.0941982	1.1004888	"model3"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.96034081	.00175521	-22.141019	1.27e-108	.95690681	.96378713	"model3"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97333545	.00193603	-13.587513	4.749e-42	.96954829	.97713741	"model3"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model3"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.97329097	.00229552	-11.478518	1.692e-30	.96880223	.97780052	"model3"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.9648111	.00189132	-18.274211	1.328e-74	.96111129	.96852515	"model3"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.96035675	.0021859	-17.771561	1.174e-70	.95608201	.96465061	"model3"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.77359948	.00158656	-125.16592	0	.77049611	.77671535	"model3"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"tested"	""
"1.asthma"	"Asthma category"	1.0913062	.00176417	54.050011	0	1.0878539	1.0947694	"model3"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.1572444	.00369447	45.74567	0	1.150026	1.1645082	"model3"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2166403	.00324873	73.436257	0	1.2102895	1.2230244	"model3"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"tested"	""
"1.dm_type"	"Diabetes Type"	.9610522	.00852876	-4.4765366	7.586e-06	.94448069	.97791448	"model3"	"tested"	""
"2.dm_type"	"Diabetes Type"	.97236883	.00419884	-6.4889068	8.646e-11	.96417399	.98063332	"model3"	"tested"	""
"3.dm_type"	"Diabetes Type"	1.0056445	.0042868	1.3204216	.18669431	.99727751	1.0140817	"model3"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"tested"	""
"1.cancer"	"Cancer"	1.3584431	.00364148	114.27895	0	1.3513246	1.365599	"model3"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.2210378	.00901195	27.057705	3.10e-161	1.2035019	1.2388293	"model3"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"tested"	""
"1.stroke"	"Stroke"	1.1986874	.00521858	41.627188	0	1.1885027	1.2089594	"model3"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"tested"	""
"1.dementia"	"Dementia"	1.6063416	.02073652	36.714956	4.22e-295	1.5662087	1.647503	"model3"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.0573657	.0065636	8.9860129	2.564e-19	1.0445793	1.0703087	"model3"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.0979075	.00359321	28.54031	3.71e-179	1.0908875	1.1049727	"model3"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"tested"	""
"1.esrf"	"end stage renal failure"	1.3114263	.01920438	18.51389	1.596e-76	1.2743215	1.3496116	"model3"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.06647	.0090271	7.6028593	2.897e-14	1.0489232	1.0843104	"model3"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0700288	.00290589	24.923667	4.12e-137	1.0643485	1.0757395	"model3"	"tested"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"tested"	""
"2.hh_total_cat"	"Number of people in household"	1.1516908	.00171071	95.080379	0	1.1483428	1.1550486	"model3"	"tested"	""
"3.hh_total_cat"	"Number of people in household"	1.0388208	.00297951	13.278974	3.066e-40	1.0329975	1.044677	"model3"	"tested"	""
