parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1399611	.03226815	4.6277296	3.697e-06	1.0784391	1.2049928	"model1"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1631052	.03477041	5.0542251	4.321e-07	1.0969145	1.23329	"model1"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"tested"	""
"2.eth5"	"Eth 5 categories"	.98944434	.0972162	-.10800415	.9139924	.81612744	1.1995677	"model2"	"tested"	""
"3.eth5"	"Eth 5 categories"	.81310303	.09770901	-1.7217341	.08511769	.64247812	1.0290413	"model2"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0615903	.16928712	.37480207	.70780768	.77663967	1.4510898	"model2"	"tested"	""
"5.eth5"	"Eth 5 categories"	1.0032813	.13903374	.02363908	.9811405	.76465233	1.3163803	"model2"	"tested"	""
"6.eth5"	"Eth 5 categories"	1.0133967	.0212418	.63488072	.52550621	.97260712	1.0558969	"model2"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	""
"1.male"	"Male"	1.0041639	.02063057	.20225298	.83971896	.96453206	1.0454243	"model2"	"tested"	""
"age1"	"Age spline 1"	1.0068273	.00878475	.77982845	.43549186	.98975594	1.0241932	"model2"	"tested"	""
"age2"	"Age spline 2"	.9753636	.0221723	-1.0973329	.27249589	.93286057	1.0198032	"model2"	"tested"	""
"age3"	"Age spline 3"	1.0622326	.0583796	1.0985011	.27198572	.95375789	1.1830445	"model2"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.98405526	.02860191	-.55300306	.58026132	.9295634	1.0417415	"model2"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.98557097	.02839191	-.50452501	.6138925	.93146566	1.0428191	"model2"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1360621	.03220358	4.5002797	6.786e-06	1.0746656	1.2009662	"model2"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1589453	.03472228	4.9235369	8.499e-07	1.0928504	1.2290375	"model2"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	1.0306424	.03523557	.88283483	.37732552	.96384493	1.1020692	"model2"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	1.0521245	.03813237	1.4019582	.16092772	.97997921	1.1295811	"model2"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.0300817	.04295513	.71073441	.47724883	.94923987	1.1178084	"model2"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.0316272	.05795267	.55428297	.57938521	.9240718	1.1517013	"model2"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1070113	.08347841	1.3481699	.17760373	.95491336	1.2833354	"model2"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	1.0022031	.04137874	.0532998	.95749304	.9242969	1.0866757	"model2"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.98560266	.04036125	-.35413182	.7232401	.90958744	1.0679705	"model2"	"tested"	""
"2.hba1ccat"	"HbA1c category"	1.0592725	.07439963	.81983495	.41231021	.92304369	1.2156069	"model2"	"tested"	""
"3.hba1ccat"	"HbA1c category"	1.0069866	.06995057	.10022775	.92016352	.87880959	1.1538587	"model2"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0330547	.06932128	.48462823	.62794008	.90574292	1.1782614	"model2"	"tested"	""
"5.hba1ccat"	"HbA1c category"	1.0167724	.02163765	.78161278	.43444217	.97523563	1.0600783	"model2"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99950778	.00064396	-.76416379	.44476964	.99824643	1.0007707	"model2"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0407109	.01959615	2.1192207	.03407182	1.0030032	1.0798362	"model2"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.89246903	.03711498	-2.7355635	.00622736	.82261072	.9682599	"model2"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97499648	.01939905	-1.2726551	.20314045	.93770685	1.013769	"model2"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	1.0263543	.02779173	.96066734	.33671946	.97330376	1.0822965	"model2"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.96481189	.02330338	-1.4831163	.1380435	.92020233	1.011584	"model2"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.98336312	.02414845	-.68317868	.49449394	.93715398	1.0318507	"model2"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.8313183	.03949449	-3.8886396	.00010081	.75740512	.91244449	"model2"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"tested"	""
"1.asthma"	"Asthma category"	1.0523645	.02946623	1.8228406	.06832753	.9961679	1.1117314	"model2"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	.98886906	.02660608	-.41602363	.67739271	.93807321	1.0424155	"model2"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.95521916	.01977936	-2.2125527	.0269285	.91722846	.9947834	"model2"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"tested"	""
"1.dm_type"	"Diabetes Type"	.94681399	.11549952	-.44801804	.65414018	.74546744	1.2025431	"model2"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.0456891	.03206942	1.4567571	.14518345	.98468601	1.1104715	"model2"	"tested"	""
"3.dm_type"	"Diabetes Type"	1.0146616	.0455905	.32393962	.74598375	.92912741	1.10807	"model2"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"tested"	""
"1.cancer"	"Cancer"	.99389343	.0250931	-.24261184	.80830611	.94590887	1.0443122	"model2"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.90703523	.07587748	-1.1663941	.24345515	.76987001	1.0686387	"model2"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"tested"	""
"1.stroke"	"Stroke"	.95125352	.02128619	-2.2333061	.02552877	.91043501	.99390209	"model2"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"tested"	""
"1.dementia"	"Dementia"	1.0470018	.02731441	1.7605895	.0783079	.99481218	1.1019294	"model2"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"tested"	""
"1.other_neuro"	"Neurological disease"	.99010687	.03144112	-.31309404	.75420921	.93036193	1.0536884	"model2"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.0629102	.02108366	3.0757829	.00209951	1.0223799	1.1050472	"model2"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"tested"	""
"1.esrf"	"end stage renal failure"	.90211789	.19871212	-.4676475	.64003669	.58582333	1.3891845	"model2"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0854939	.15198869	.58588977	.55794959	.82498083	1.428272	"model2"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	.95848592	.03329218	-1.2207125	.22219487	.89540597	1.0260098	"model2"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"tested"	""
"2.eth5"	"Eth 5 categories"	.98944434	.0972162	-.10800415	.9139924	.81612744	1.1995677	"model3"	"tested"	""
"3.eth5"	"Eth 5 categories"	.81310303	.09770901	-1.7217341	.08511769	.64247812	1.0290413	"model3"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0615903	.16928712	.37480207	.70780768	.77663967	1.4510898	"model3"	"tested"	""
"5.eth5"	"Eth 5 categories"	1.0032813	.13903374	.02363908	.9811405	.76465233	1.3163803	"model3"	"tested"	""
"6.eth5"	"Eth 5 categories"	1.0133967	.0212418	.63488072	.52550621	.97260712	1.0558969	"model3"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"tested"	""
"1.male"	"Male"	1.0041639	.02063057	.20225298	.83971896	.96453206	1.0454243	"model3"	"tested"	""
"age1"	"Age spline 1"	1.0068273	.00878475	.77982845	.43549186	.98975594	1.0241932	"model3"	"tested"	""
"age2"	"Age spline 2"	.9753636	.0221723	-1.0973329	.27249589	.93286057	1.0198032	"model3"	"tested"	""
"age3"	"Age spline 3"	1.0622326	.0583796	1.0985011	.27198572	.95375789	1.1830445	"model3"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.98405526	.02860191	-.55300306	.58026132	.9295634	1.0417415	"model3"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.98557097	.02839191	-.50452501	.6138925	.93146566	1.0428191	"model3"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1360621	.03220358	4.5002797	6.786e-06	1.0746656	1.2009662	"model3"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1589453	.03472228	4.9235369	8.499e-07	1.0928504	1.2290375	"model3"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model3"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	1.0306424	.03523557	.88283483	.37732552	.96384493	1.1020692	"model3"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	1.0521245	.03813237	1.4019582	.16092772	.97997921	1.1295811	"model3"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.0300817	.04295513	.71073441	.47724883	.94923987	1.1178084	"model3"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.0316272	.05795267	.55428297	.57938521	.9240718	1.1517013	"model3"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1070113	.08347841	1.3481699	.17760373	.95491336	1.2833354	"model3"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	1.0022031	.04137874	.0532998	.95749304	.9242969	1.0866757	"model3"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model3"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.98560266	.04036125	-.35413182	.7232401	.90958744	1.0679705	"model3"	"tested"	""
"2.hba1ccat"	"HbA1c category"	1.0592725	.07439963	.81983495	.41231021	.92304369	1.2156069	"model3"	"tested"	""
"3.hba1ccat"	"HbA1c category"	1.0069866	.06995057	.10022775	.92016352	.87880959	1.1538587	"model3"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0330547	.06932128	.48462823	.62794008	.90574292	1.1782614	"model3"	"tested"	""
"5.hba1ccat"	"HbA1c category"	1.0167724	.02163765	.78161278	.43444217	.97523563	1.0600783	"model3"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99950778	.00064396	-.76416379	.44476964	.99824643	1.0007707	"model3"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0407109	.01959615	2.1192207	.03407182	1.0030032	1.0798362	"model3"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.89246903	.03711498	-2.7355635	.00622736	.82261072	.9682599	"model3"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97499648	.01939905	-1.2726551	.20314045	.93770685	1.013769	"model3"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model3"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	1.0263543	.02779173	.96066734	.33671946	.97330376	1.0822965	"model3"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.96481189	.02330338	-1.4831163	.1380435	.92020233	1.011584	"model3"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.98336312	.02414845	-.68317868	.49449394	.93715398	1.0318507	"model3"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.8313183	.03949449	-3.8886396	.00010081	.75740512	.91244449	"model3"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"tested"	""
"1.asthma"	"Asthma category"	1.0523645	.02946623	1.8228406	.06832753	.9961679	1.1117314	"model3"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	.98886906	.02660608	-.41602363	.67739271	.93807321	1.0424155	"model3"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.95521916	.01977936	-2.2125527	.0269285	.91722846	.9947834	"model3"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"tested"	""
"1.dm_type"	"Diabetes Type"	.94681399	.11549952	-.44801804	.65414018	.74546744	1.2025431	"model3"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.0456891	.03206942	1.4567571	.14518345	.98468601	1.1104715	"model3"	"tested"	""
"3.dm_type"	"Diabetes Type"	1.0146616	.0455905	.32393962	.74598375	.92912741	1.10807	"model3"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"tested"	""
"1.cancer"	"Cancer"	.99389343	.0250931	-.24261184	.80830611	.94590887	1.0443122	"model3"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.90703523	.07587748	-1.1663941	.24345515	.76987001	1.0686387	"model3"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"tested"	""
"1.stroke"	"Stroke"	.95125352	.02128619	-2.2333061	.02552877	.91043501	.99390209	"model3"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"tested"	""
"1.dementia"	"Dementia"	1.0470018	.02731441	1.7605895	.0783079	.99481218	1.1019294	"model3"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"tested"	""
"1.other_neuro"	"Neurological disease"	.99010687	.03144112	-.31309404	.75420921	.93036193	1.0536884	"model3"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.0629102	.02108366	3.0757829	.00209951	1.0223799	1.1050472	"model3"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"tested"	""
"1.esrf"	"end stage renal failure"	.90211789	.19871212	-.4676475	.64003669	.58582333	1.3891845	"model3"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0854939	.15198869	.58588977	.55794959	.82498083	1.428272	"model3"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	.95848592	.03329218	-1.2207125	.22219487	.89540597	1.0260098	"model3"	"tested"	""
"5o.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	.85734136	.11489698	-1.1485178	.25075487	.65929477	1.1148795	"crude"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	.73070813	.11835899	-1.9369313	.05275375	.53194608	1.0037378	"crude"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	.67131723	.17381793	-1.5391333	.12377175	.4041421	1.1151197	"crude"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.0178197	.18385798	.09777965	.92210727	.71434933	1.4502107	"crude"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	1.00367	.02717263	.13530896	.8923676	.95180092	1.0583657	"crude"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	1.0243816	.13825313	.17848714	.85834042	.78628762	1.3345722	"model0"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	.84691343	.13752132	-1.0232626	.30618371	.61605771	1.1642779	"model0"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	.80619547	.2090973	-.83060812	.40619505	.48492005	1.3403264	"model0"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.1712284	.21197497	.87329335	.38250321	.82146064	1.669923	"model0"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	.98732658	.02680442	-.46980193	.63849654	.93616413	1.0412851	"model0"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	""
"1.male"	"Male"	1.0881871	.02796544	3.2885599	.00100701	1.0347333	1.1444022	"model0"	"positivetest"	""
"age1"	"Age spline 1"	.98555847	.01512908	-.94762883	.34331844	.95634766	1.0156615	"model0"	"positivetest"	""
"age2"	"Age spline 2"	1.1195123	.04361787	2.8975569	.00376082	1.0372054	1.2083506	"model0"	"positivetest"	""
"age3"	"Age spline 3"	.7354629	.06850069	-3.2988686	.00097075	.61274564	.88275728	"model0"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	.98210386	.13271758	-.13362993	.89369522	.75358016	1.2799275	"model1"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	.82984818	.13476531	-1.1484934	.25076493	.60362275	1.1408582	"model1"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	.80463121	.20871829	-.83798924	.40203674	.48394769	1.3378127	"model1"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.162291	.21035629	.83097322	.40598876	.81519373	1.6571769	"model1"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	.98838392	.02684021	-.4302632	.66700419	.93715351	1.0424149	"model1"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"positivetest"	""
"1.male"	"Male"	1.0835713	.02786554	3.1210578	.00180203	1.0303094	1.1395866	"model1"	"positivetest"	""
"age1"	"Age spline 1"	.98595822	.01512483	-.92184413	.35660988	.95675531	1.0160525	"model1"	"positivetest"	""
"age2"	"Age spline 2"	1.1162807	.04345946	2.8254723	.0047211	1.0342704	1.2047937	"model1"	"positivetest"	""
"age3"	"Age spline 3"	.74195525	.06905271	-3.2069514	.0013415	.61824073	.89042596	"model1"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.81939117	.03100215	-5.2647174	1.404e-07	.76082638	.88246399	"model1"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.81444974	.0307058	-5.4439137	5.212e-08	.75643723	.87691133	"model1"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0635146	.03782818	1.7312546	.08340637	.99189803	1.1403019	"model1"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0166246	.0378698	.44262385	.65803783	.94504596	1.0936248	"model1"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	.95828288	.12992691	-.31428902	.75330154	.73465803	1.2499776	"model2"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	.82095824	.13355389	-1.2127025	.22524358	.59682524	1.1292626	"model2"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	.78293099	.20315473	-.94308217	.34563887	.47081894	1.3019462	"model2"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.1605914	.21013145	.82256361	.4107562	.81388793	1.654985	"model2"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	1.008977	.02764026	.32623191	.7442489	.95623172	1.0646316	"model2"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	""
"1.male"	"Male"	1.0620516	.02816729	2.2699444	.02321096	1.0082551	1.1187186	"model2"	"positivetest"	""
"age1"	"Age spline 1"	.98866002	.01531793	-.73609418	.46167339	.95908871	1.0191431	"model2"	"positivetest"	""
"age2"	"Age spline 2"	1.0920667	.04293169	2.2403142	.02507053	1.0110822	1.1795379	"model2"	"positivetest"	""
"age3"	"Age spline 3"	.78754745	.07399787	-2.5418471	.01102684	.65508542	.94679407	"model2"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.8183003	.03097978	-5.2966931	1.179e-07	.75977908	.88132906	"model2"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.8160028	.03077861	-5.3908858	7.011e-08	.75785372	.87861358	"model2"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0608074	.03778868	1.6571057	.09749812	.9892694	1.1375187	"model2"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0125633	.0378051	.33439596	.73808079	.94111281	1.0894384	"model2"	"positivetest"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"positivetest"	""
"2.bmicat_sa"	"BMI with SA categories"	1.0515485	.04711344	1.121863	.26192069	.9631461	1.1480648	"model2"	"positivetest"	""
"3.bmicat_sa"	"BMI with SA categories"	1.0826146	.05125425	1.6766792	.09360522	.98667798	1.1878794	"model2"	"positivetest"	""
"4.bmicat_sa"	"BMI with SA categories"	1.0790961	.05838064	1.4070561	.15941076	.97052986	1.1998069	"model2"	"positivetest"	""
"5.bmicat_sa"	"BMI with SA categories"	1.1067835	.07985444	1.4062096	.15966189	.96083423	1.2749022	"model2"	"positivetest"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1698191	.1149841	1.5957436	.11054605	.96483322	1.4183558	"model2"	"positivetest"	""
"7.bmicat_sa"	"BMI with SA categories"	1.0082052	.05525438	.1491054	.88147047	.90552213	1.1225321	"model2"	"positivetest"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"positivetest"	""
"1.hba1ccat"	"HbA1c category"	.970909	.04992239	-.57416511	.56585608	.87783174	1.0738553	"model2"	"positivetest"	""
"2.hba1ccat"	"HbA1c category"	1.0995944	.09524043	1.0961419	.27301666	.92791123	1.3030426	"model2"	"positivetest"	""
"3.hba1ccat"	"HbA1c category"	.99895936	.08742234	-.01189737	.9905075	.84150416	1.1858763	"model2"	"positivetest"	""
"4.hba1ccat"	"HbA1c category"	1.1790312	.09486604	2.0468687	.04067097	1.0070169	1.3804283	"model2"	"positivetest"	""
"5.hba1ccat"	"HbA1c category"	.9578593	.02722267	-1.5149156	.12979378	.90596266	1.0127287	"model2"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.002713	.00073155	3.7135921	.00020434	1.0012802	1.0041479	"model2"	"positivetest"	""
